0.4 0.0217382 0.335352 0 0 0 0 0.0217382 
0.8 0.0217712 0.335312 0 0 0 0 0.0217712 
1.2 0.0217926 0.33527 0 0 0 0 0.0217926 
1.6 0.0217991 0.335228 0 0 0 0 0.0217991 
2 0.0217918 0.335189 0 0 0 0 0.0217918 
2.4 0.0217692 0.335154 0 0 0 0 0.0217692 
2.8 0.0217339 0.335123 0 0 0 0 0.0217339 
3.2 0.0216887 0.335097 0 0 0 0 0.0216887 
3.6 0.0216366 0.335076 0 0 0 0 0.0216366 
4 0.0215818 0.33506 0 0 0 0 0.0215818 
4.4 0.0215279 0.335048 0 0 0 0 0.0215279 
4.8 0.0214792 0.335038 0 0 0 0 0.0214792 
5.2 0.021437 0.335032 0 0 0 0 0.021437 
5.6 0.0214049 0.335025 0 0 0 0 0.0214049 
6 0.0213815 0.33502 0 0 0 0 0.0213815 
6.4 0.0213679 0.335014 0 0 0 0 0.0213679 
6.8 0.0213622 0.335004 0 0 0 0 0.0213622 
7.2 0.0213623 0.334992 0 0 0 0 0.0213623 
7.6 0.0213669 0.334974 0 0 0 0 0.0213669 
8 0.0213748 0.334951 0 0 0 0 0.0213748 
8.4 0.0213843 0.334924 0 0 0 0 0.0213843 
8.8 0.0213946 0.334895 0 0 0 0 0.0213946 
9.2 0.0214043 0.334864 0 0 0 0 0.0214043 
9.6 0.0214109 0.334833 0 0 0 0 0.0214109 
10 0.0214131 0.334801 0 0 0 0 0.0214131 
10.4 0.0214078 0.334769 0 0 0 0 0.0214078 
10.8 0.0213938 0.334735 0 0 0 0 0.0213938 
11.2 0.0213675 0.334699 0 0 0 0 0.0213675 
11.6 0.0213302 0.334662 0 0 0 0 0.0213302 
12 0.0212812 0.334626 0 0 0 0 0.0212812 
12.4 0.0212219 0.334593 0 0 0 0 0.0212219 
12.8 0.0211534 0.334565 0 0 0 0 0.0211534 
13.2 0.0210786 0.334544 0 0 0 0 0.0210786 
13.6 0.0209993 0.334529 0 0 0 0 0.0209993 
14 0.0209178 0.334521 0 0 0 0 0.0209178 
14.4 0.0208374 0.334517 0 0 0 0 0.0208374 
14.8 0.0207587 0.334519 0 0 0 0 0.0207587 
15.2 0.0206845 0.334524 0 0 0 0 0.0206845 
15.6 0.0206153 0.334531 0 0 0 0 0.0206153 
16 0.0205519 0.33454 0 0 0 0 0.0205519 
16.4 0.0204955 0.334551 0 0 0 0 0.0204955 
16.8 0.0204464 0.334562 0 0 0 0 0.0204464 
17.2 0.0204052 0.334574 0 0 0 0 0.0204052 
17.6 0.0203725 0.334586 0 0 0 0 0.0203725 
18 0.0203491 0.334598 0 0 0 0 0.0203491 
18.4 0.0203334 0.33461 0 0 0 0 0.0203334 
18.8 0.0203241 0.334624 0 0 0 0 0.0203241 
19.2 0.0203177 0.334637 0 0 0 0 0.0203177 
19.6 0.0203112 0.33465 0 0 0 0 0.0203112 
20 0.0203006 0.334661 0 0 0 0 0.0203006 
20.4 0.0202818 0.33467 0 0 0 0 0.0202818 
20.8 0.0202527 0.334675 0 0 0 0 0.0202527 
21.2 0.0202121 0.334674 0 0 0 0 0.0202121 
21.6 0.0201592 0.334667 0 0 0 0 0.0201592 
22 0.0200963 0.334653 0 0 0 0 0.0200963 
22.4 0.0200261 0.334634 0 0 0 0 0.0200261 
22.8 0.0199513 0.334614 0 0 0 0 0.0199513 
23.2 0.0198762 0.334594 0 0 0 0 0.0198762 
23.6 0.019804 0.334579 0 0 0 0 0.019804 
24 0.0197368 0.334571 0 0 0 0 0.0197368 
24.4 0.019677 0.334572 0 0 0 0 0.019677 
24.8 0.0196287 0.334585 0 0 0 0 0.0196287 
25.2 0.019591 0.33461 0 0 0 0 0.019591 
25.6 0.0195645 0.334647 0 0 0 0 0.0195645 
26 0.019549 0.334695 0 0 0 0 0.019549 
26.4 0.019543 0.334751 0 0 0 0 0.019543 
26.8 0.0195443 0.334811 0 0 0 0 0.0195443 
27.2 0.0195516 0.334871 0 0 0 0 0.0195516 
27.6 0.0195617 0.334927 0 0 0 0 0.0195617 
28 0.0195724 0.334976 0 0 0 0 0.0195724 
28.4 0.0195802 0.335015 0 0 0 0 0.0195802 
28.8 0.0195818 0.335043 0 0 0 0 0.0195818 
29.2 0.0195743 0.335057 0 0 0 0 0.0195743 
29.6 0.0195566 0.335058 0 0 0 0 0.0195566 
30 0.0195273 0.335046 0 0 0 0 0.0195273 
30.4 0.0194879 0.335021 0 0 0 0 0.0194879 
30.8 0.0194396 0.334986 0 0 0 0 0.0194396 
31.2 0.019386 0.33494 0 0 0 0 0.019386 
31.6 0.0193305 0.334887 0 0 0 0 0.0193305 
32 0.0192775 0.33483 0 0 0 0 0.0192775 
32.4 0.0192301 0.334772 0 0 0 0 0.0192301 
32.8 0.0191903 0.334717 0 0 0 0 0.0191903 
33.2 0.0191603 0.334669 0 0 0 0 0.0191603 
33.6 0.0191412 0.334631 0 0 0 0 0.0191412 
34 0.0191326 0.334608 0 0 0 0 0.0191326 
34.4 0.0191327 0.3346 0 0 0 0 0.0191327 
34.8 0.0191411 0.334608 0 0 0 0 0.0191411 
35.2 0.0191555 0.33463 0 0 0 0 0.0191555 
35.6 0.0191737 0.334664 0 0 0 0 0.0191737 
36 0.0191941 0.334708 0 0 0 0 0.0191941 
36.4 0.0192167 0.334755 0 0 0 0 0.0192167 
36.8 0.0192404 0.334802 0 0 0 0 0.0192404 
37.2 0.0192651 0.334846 0 0 0 0 0.0192651 
37.6 0.0192918 0.334883 0 0 0 0 0.0192918 
