0 1.19728 -0.239334 -0.297926 1.43662 181.763 181.746 181.762 0.0168311 0.00266204 0.00356009 -0.00773145 0.00267407 0.00351234 -0.00783101 
8 1.19988 -0.228474 -0.320697 1.42835 181.762 181.752 181.759 0.0099384 0.00338575 0.00373071 -0.00191659 0.00339599 0.00367793 -0.00201841 
16 1.20996 -0.241089 -0.338348 1.45105 181.761 181.754 181.76 0.00656765 0.00141334 0.00441044 0.0046682 0.00141935 0.00435247 0.0045617 
24 1.20945 -0.264416 -0.360941 1.47386 181.758 181.755 181.765 0.00268734 -0.00110096 0.00835351 0.00669349 -0.00109543 0.00829236 0.00658269 
32 1.19659 -0.287538 -0.38304 1.48412 181.757 181.755 181.769 0.00205182 -0.00397191 0.0178497 0.00378499 -0.00396352 0.0177873 0.00367241 
40 1.16571 -0.311536 -0.40299 1.47725 181.761 181.751 181.771 0.0103084 -0.00403375 0.0247077 0.000614352 -0.00402421 0.0246452 0.000503864 
48 1.12811 -0.334182 -0.427439 1.46229 181.769 181.743 181.771 0.025083 -0.00157165 0.02365 -0.00325924 -0.00156341 0.0235867 -0.00336427 
56 1.09175 -0.322402 -0.44995 1.41415 181.774 181.738 181.771 0.0359875 0.00229969 0.0182745 -0.00599745 0.00230465 0.0182125 -0.0060977 
64 1.0651 -0.282905 -0.456333 1.34801 181.774 181.736 181.771 0.0376768 0.00307072 0.0129504 -0.00557504 0.00307293 0.012891 -0.00567467 
72 1.05589 -0.225758 -0.436763 1.28165 181.77 181.736 181.775 0.0343244 -0.00201199 0.00986993 -0.00609737 -0.00201379 0.00981401 -0.0062004 
80 1.06362 -0.177082 -0.39948 1.2407 181.765 181.735 181.782 0.0305096 -0.00776497 0.0101383 -0.00801834 -0.00776995 0.0100851 -0.00812358 
88 1.07569 -0.152227 -0.365664 1.22792 181.761 181.733 181.79 0.0283329 -0.0106535 0.0128925 -0.00645657 -0.0106587 0.012841 -0.00656213 
96 1.097 -0.154629 -0.342871 1.25163 181.762 181.733 181.79 0.0292047 -0.00974069 0.0140029 -0.00191379 -0.00974381 0.0139521 -0.00201652 
104 1.1122 -0.175926 -0.337803 1.28812 181.766 181.737 181.782 0.0288353 -0.00579672 0.0107472 0.00289431 -0.00579538 0.0106943 0.0027952 
112 1.12324 -0.206508 -0.343454 1.32975 181.769 181.743 181.774 0.0259316 -0.00358548 0.00703082 0.00278598 -0.00357894 0.00697301 0.00268814 
120 1.11795 -0.225671 -0.3447 1.34362 181.77 181.746 181.772 0.0245588 -0.00114323 0.00698463 -0.00139359 -0.00113569 0.00692214 -0.00149387 
128 1.11546 -0.229212 -0.326643 1.34467 181.77 181.747 181.774 0.0224628 0.000764281 0.006775 -0.00665083 0.000769575 0.00671096 -0.00675514 
136 1.10594 -0.222005 -0.290819 1.32795 181.767 181.749 181.775 0.0183937 0.00273301 0.00715703 -0.0109611 0.00273368 0.00709516 -0.0110669 
144 1.1016 -0.228911 -0.270301 1.33051 181.764 181.749 181.776 0.014354 0.00214319 0.00793652 -0.0116962 0.00214146 0.0078788 -0.0118004 
152 1.09118 -0.254826 -0.258257 1.34601 181.761 181.749 181.778 0.0120407 -0.00149343 0.00801257 -0.00941075 -0.00149572 0.00795896 -0.00950952 
160 1.07565 -0.287915 -0.254702 1.36357 181.758 181.751 181.778 0.00715011 -0.00601334 0.0100766 -0.00643783 -0.00601616 0.0100245 -0.00653083 
168 1.06987 -0.298137 -0.251208 1.36801 181.755 181.753 181.778 0.002687 -0.00909329 0.0157731 -0.00521212 -0.00909759 0.0157207 -0.00530224 
176 1.07502 -0.291979 -0.250339 1.367 181.756 181.751 181.779 0.00543443 -0.0109729 0.0194381 -0.00230199 -0.010977 0.0193831 -0.00239227 
184 1.07755 -0.281444 -0.247912 1.359 181.76 181.747 181.779 0.0131262 -0.0097016 0.0181088 0.00367236 -0.00970442 0.0180507 0.00358094 
192 1.0747 -0.270569 -0.2434 1.34527 181.768 181.745 181.775 0.0223523 -0.00779575 0.0131483 0.00559847 -0.00779853 0.0130888 0.0055059 
200 1.06956 -0.263816 -0.235941 1.33338 181.777 181.744 181.769 0.033116 -0.00764709 0.0106059 0.000153608 -0.00765084 0.0105479 5.91746e-05 
208 1.05428 -0.26022 -0.237273 1.3145 181.784 181.741 181.766 0.0428668 -0.00966564 0.0122519 -0.00718973 -0.00966882 0.0121972 -0.00728519 
216 1.03667 -0.259323 -0.247342 1.29599 181.783 181.74 181.768 0.0432652 -0.0126703 0.0172846 -0.0113352 -0.0126692 0.0172344 -0.0114307 
224 1.02132 -0.258158 -0.27756 1.27948 181.776 181.739 181.775 0.0366546 -0.0142493 0.0191989 -0.0111058 -0.0142426 0.0191537 -0.0112006 
232 1.01827 -0.260482 -0.32455 1.27875 181.769 181.74 181.782 0.02934 -0.0140864 0.0142877 -0.00926991 -0.014076 0.0142459 -0.00936574 
