0.4 0.57225 0.337997 0.662003 0.0564342 0.338288 0.661712 0.147574 0.337733 0.662267 0.0424952 0.33758 0.66242 0.246504 0.3379 0.6621 0.294961 0.338109 0.661891 0.325747 0.338052 0.661948 
12.4 0.575164 0.336349 0.663651 0.0567869 0.336333 0.663667 0.148478 0.335898 0.664102 0.0427921 0.335772 0.664228 0.248057 0.335952 0.664048 0.296212 0.336688 0.663312 0.327107 0.336635 0.663365 
24.4 0.579947 0.333478 0.666522 0.0569856 0.334886 0.665114 0.149771 0.333338 0.666662 0.042932 0.334309 0.665691 0.249688 0.333862 0.666138 0.299047 0.333283 0.666717 0.330259 0.333226 0.666774 
36.4 0.572114 0.33799 0.66201 0.0564801 0.338097 0.661903 0.147717 0.338027 0.661973 0.0425075 0.338031 0.661969 0.246704 0.338025 0.661975 0.294667 0.338013 0.661987 0.325409 0.337962 0.662037 
48.4 0.577509 0.335016 0.664984 0.0569639 0.33611 0.66389 0.149086 0.335055 0.664945 0.0429418 0.335128 0.664872 0.248992 0.335307 0.664693 0.297485 0.334871 0.665129 0.328517 0.334829 0.665171 
60.4 0.576022 0.335815 0.664185 0.0567587 0.337257 0.662743 0.148764 0.335726 0.664274 0.0427138 0.336199 0.663801 0.248236 0.336131 0.663869 0.296795 0.335661 0.664339 0.327786 0.335599 0.664401 
72.4 0.575527 0.336071 0.663929 0.0568055 0.336441 0.663559 0.148543 0.335999 0.664001 0.042769 0.335005 0.664995 0.248118 0.335958 0.664042 0.296459 0.33618 0.66382 0.327409 0.336185 0.663815 
84.4 0.576187 0.335747 0.664253 0.0567629 0.336901 0.663099 0.148643 0.335518 0.664482 0.0427481 0.335268 0.664732 0.248154 0.335805 0.664195 0.297043 0.335629 0.664371 0.328033 0.335716 0.664284 
96.4 0.576507 0.335521 0.664479 0.056871 0.336976 0.663024 0.148782 0.33525 0.66475 0.0427704 0.334564 0.665436 0.248423 0.335525 0.664475 0.297074 0.335513 0.664487 0.328084 0.335567 0.664433 
108.4 0.575916 0.335927 0.664073 0.0568139 0.337079 0.662921 0.148598 0.335749 0.664251 0.0427519 0.335922 0.664078 0.248164 0.336063 0.663937 0.296755 0.335791 0.664209 0.327753 0.335834 0.664166 
120.4 0.575392 0.336187 0.663813 0.0568331 0.336424 0.663576 0.148574 0.335946 0.664054 0.0428822 0.335176 0.664824 0.248289 0.335915 0.664085 0.29618 0.336381 0.663619 0.327103 0.336404 0.663596 
