0.4 -0.000503714 0.332859 0 0 0 0 -0.000566832 -0.000503714 
12.4 -0.000459623 0.333074 0 0 0 0 -0.00051288 -0.000459623 
24.4 -0.000457186 0.333106 0 0 0 0 -0.000522007 -0.000457186 
36.4 -0.000545265 0.332933 0 0 0 0 -0.000632738 -0.000545265 
48.4 -0.000571994 0.332878 0 0 0 0 -0.00074244 -0.000571994 
60.4 -0.000398227 0.332883 0 0 0 0 -0.000609287 -0.000398227 
72.4 -0.000193022 0.332853 0 0 0 0 -0.000348417 -0.000193022 
84.4 -4.6424e-05 0.332885 0 0 0 0 -0.00016718 -4.6424e-05 
96.4 -0.000131054 0.333014 0 0 0 0 -0.000254942 -0.000131054 
108.4 -0.000312526 0.332991 0 0 0 0 -0.000417346 -0.000312526 
120.4 -0.000314035 0.332898 0 0 0 0 -0.000387069 -0.000314035 
132.4 -0.000233508 0.332888 0 0 0 0 -0.000267688 -0.000233508 
144.4 -0.000148108 0.332928 0 0 0 0 -0.000187174 -0.000148108 
156.4 -6.6553e-05 0.332862 0 0 0 0 -0.000152441 -6.6553e-05 
168.4 -7.37304e-05 0.332709 0 0 0 0 -0.00016805 -7.37304e-05 
180.4 -4.65595e-05 0.332698 0 0 0 0 -0.000113959 -4.65595e-05 
192.4 -2.38786e-05 0.332837 0 0 0 0 -8.06565e-05 -2.38786e-05 
204.4 -0.000115259 0.3329 0 0 0 0 -0.000194054 -0.000115259 
216.4 -0.000186115 0.332925 0 0 0 0 -0.000309291 -0.000186115 
228.4 -7.85466e-05 0.332902 0 0 0 0 -0.000232655 -7.85466e-05 
240.4 -6.15744e-05 0.332905 0 0 0 0 -0.000212845 -6.15744e-05 
252.4 -0.000152706 0.332894 0 0 0 0 -0.000283834 -0.000152706 
264.4 -0.000204005 0.332782 0 0 0 0 -0.000346168 -0.000204005 
276.4 -0.000216034 0.332779 0 0 0 0 -0.000384401 -0.000216034 
288.4 -0.000340936 0.332878 0 0 0 0 -0.000549046 -0.000340936 
300.4 -0.000635466 0.332842 0 0 0 0 -0.000834431 -0.000635466 
312.4 -0.000862789 0.332668 0 0 0 0 -0.00106542 -0.000862789 
324.4 -0.00099212 0.332644 0 0 0 0 -0.00121732 -0.00099212 
336.4 -0.00107259 0.332688 0 0 0 0 -0.00130604 -0.00107259 
348.4 -0.00119689 0.33277 0 0 0 0 -0.00139321 -0.00119689 
360.4 -0.0014371 0.332884 0 0 0 0 -0.00160743 -0.0014371 
372.4 -0.00175312 0.332855 0 0 0 0 -0.00191692 -0.00175312 
384.4 -0.00205757 0.332848 0 0 0 0 -0.00220367 -0.00205757 
396.4 -0.00214259 0.332937 0 0 0 0 -0.00225748 -0.00214259 
408.4 -0.00221885 0.332946 0 0 0 0 -0.00231782 -0.00221885 
420.4 -0.00234552 0.332811 0 0 0 0 -0.00242098 -0.00234552 
432.4 -0.00252453 0.332759 0 0 0 0 -0.00259962 -0.00252453 
444.4 -0.00275102 0.332821 0 0 0 0 -0.00283609 -0.00275102 
456.4 -0.00290769 0.332916 0 0 0 0 -0.00301086 -0.00290769 
468.4 -0.00306023 0.333014 0 0 0 0 -0.00318343 -0.00306023 
480.4 -0.00332364 0.333056 0 0 0 0 -0.00343224 -0.00332364 
492.4 -0.00371516 0.332988 0 0 0 0 -0.00380182 -0.00371516 
504.4 -0.00415413 0.332965 0 0 0 0 -0.00419818 -0.00415413 
516.4 -0.0044704 0.332912 0 0 0 0 -0.00450186 -0.0044704 
528.4 -0.00472934 0.332942 0 0 0 0 -0.00479924 -0.00472934 
540.4 -0.0049631 0.333074 0 0 0 0 -0.00505687 -0.0049631 
552.4 -0.00508421 0.333145 0 0 0 0 -0.00517117 -0.00508421 
564.4 -0.00543707 0.333131 0 0 0 0 -0.00551495 -0.00543707 
576.4 -0.00599044 0.333061 0 0 0 0 -0.00610421 -0.00599044 
588.4 -0.00649255 0.332972 0 0 0 0 -0.00664454 -0.00649255 
600.4 -0.00702733 0.332983 0 0 0 0 -0.0071666 -0.00702733 
612.4 -0.00756522 0.332942 0 0 0 0 -0.00765607 -0.00756522 
624.4 -0.00803226 0.333016 0 0 0 0 -0.008122 -0.00803226 
636.4 -0.00855278 0.333084 0 0 0 0 -0.0087003 -0.00855278 
648.4 -0.00924957 0.333151 0 0 0 0 -0.00943268 -0.00924957 
660.4 -0.0100248 0.333146 0 0 0 0 -0.0101735 -0.0100248 
672.4 -0.01083 0.333179 0 0 0 0 -0.0109147 -0.01083 
684.4 -0.0114799 0.33311 0 0 0 0 -0.0115266 -0.0114799 
696.4 -0.0121122 0.33318 0 0 0 0 -0.0121585 -0.0121122 
708.4 -0.0129038 0.333224 0 0 0 0 -0.0129917 -0.0129038 
720.4 -0.0138985 0.333206 0 0 0 0 -0.0140152 -0.0138985 
732.4 -0.0150504 0.333224 0 0 0 0 -0.0151367 -0.0150504 
744.4 -0.0163706 0.33322 0 0 0 0 -0.0164324 -0.0163706 
756.4 -0.0176972 0.333311 0 0 0 0 -0.0177625 -0.0176972 
768.4 -0.0189085 0.333448 0 0 0 0 -0.018974 -0.0189085 
780.4 -0.0203086 0.333575 0 0 0 0 -0.0203876 -0.0203086 
792.4 -0.0217545 0.333661 0 0 0 0 -0.0218264 -0.0217545 
804.4 -0.0234447 0.333756 0 0 0 0 -0.0234898 -0.0234447 
816.4 -0.0254479 0.333675 0 0 0 0 -0.0255171 -0.0254479 
828.4 -0.0273907 0.333624 0 0 0 0 -0.0274717 -0.0273907 
840.4 -0.0294406 0.333759 0 0 0 0 -0.0295153 -0.0294406 
852.4 -0.0317411 0.333838 0 0 0 0 -0.0317775 -0.0317411 
864.4 -0.0341832 0.333912 0 0 0 0 -0.0341561 -0.0341832 
876.4 -0.0367073 0.334048 0 0 0 0 -0.0366446 -0.0367073 
888.4 -0.0395036 0.334118 0 0 0 0 -0.0394621 -0.0395036 
900.4 -0.042447 0.334239 0 0 0 0 -0.0424116 -0.042447 
912.4 -0.045548 0.334425 0 0 0 0 -0.0455013 -0.045548 
924.4 -0.0488387 0.334503 0 0 0 0 -0.0487771 -0.0488387 
936.4 -0.051981 0.334421 0 0 0 0 -0.05191 -0.051981 
948.4 -0.0552794 0.334504 0 0 0 0 -0.055183 -0.0552794 
960.4 -0.0589385 0.334722 0 0 0 0 -0.0588593 -0.0589385 
972.4 -0.0627016 0.334919 0 0 0 0 -0.062635 -0.0627016 
984.4 -0.066467 0.335269 0 0 0 0 -0.0664002 -0.066467 
996.4 -0.070271 0.335624 0 0 0 0 -0.0702094 -0.070271 
1008.4 -0.0739921 0.335931 0 0 0 0 -0.0738956 -0.0739921 
1020.4 -0.0777765 0.336261 0 0 0 0 -0.0776436 -0.0777765 
1032.4 -0.0817267 0.336655 0 0 0 0 -0.0815666 -0.0817267 
1044.4 -0.0854808 0.336883 0 0 0 0 -0.0852736 -0.0854808 
1056.4 -0.0891088 0.337106 0 0 0 0 -0.0888076 -0.0891088 
1068.4 -0.0928364 0.337479 0 0 0 0 -0.0924877 -0.0928364 
1080.4 -0.0966183 0.337952 0 0 0 0 -0.0962754 -0.0966183 
1092.4 -0.100343 0.338422 0 0 0 0 -0.100007 -0.100343 
1104.4 -0.103916 0.338674 0 0 0 0 -0.103513 -0.103916 
1116.4 -0.107269 0.33883 0 0 0 0 -0.106761 -0.107269 
1128.4 -0.110273 0.339096 0 0 0 0 -0.109684 -0.110273 
1140.4 -0.113032 0.339398 0 0 0 0 -0.112433 -0.113032 
1152.4 -0.115532 0.33966 0 0 0 0 -0.114943 -0.115532 
1164.4 -0.11754 0.33991 0 0 0 0 -0.116921 -0.11754 
1176.4 -0.118968 0.340135 0 0 0 0 -0.118315 -0.118968 
1188.4 -0.11991 0.340138 0 0 0 0 -0.119205 -0.11991 
1200.4 -0.120294 0.339933 0 0 0 0 -0.119553 -0.120294 
1212.4 -0.120185 0.339751 0 0 0 0 -0.119443 -0.120185 
1224.4 -0.119643 0.339713 0 0 0 0 -0.118854 -0.119643 
1236.4 -0.118582 0.33983 0 0 0 0 -0.117754 -0.118582 
1248.4 -0.116772 0.339644 0 0 0 0 -0.115969 -0.116772 
1260.4 -0.114151 0.339005 0 0 0 0 -0.113373 -0.114151 
1272.4 -0.110888 0.338436 0 0 0 0 -0.110127 -0.110888 
1284.4 -0.10695 0.337914 0 0 0 0 -0.106229 -0.10695 
1296.4 -0.102375 0.337406 0 0 0 0 -0.101708 -0.102375 
1308.4 -0.0971442 0.3369 0 0 0 0 -0.096536 -0.0971442 
1320.4 -0.0913274 0.336374 0 0 0 0 -0.0907861 -0.0913274 
1332.4 -0.0848443 0.335761 0 0 0 0 -0.0843945 -0.0848443 
1344.4 -0.0778518 0.335249 0 0 0 0 -0.0775459 -0.0778518 
1356.4 -0.0703452 0.334744 0 0 0 0 -0.0702892 -0.0703452 
1368.4 -0.0623737 0.334074 0 0 0 0 -0.0628532 -0.0623737 
1380.4 -0.0540566 0.333512 0 0 0 0 -0.0554326 -0.0540566 
1392.4 -0.0455718 0.333113 0 0 0 0 -0.0479143 -0.0455718 
1404.4 -0.0370833 0.332867 0 0 0 0 -0.0399436 -0.0370833 
1416.4 -0.0285059 0.33281 0 0 0 0 -0.031359 -0.0285059 
1428.4 -0.0197172 0.332749 0 0 0 0 -0.0224273 -0.0197172 
1440.4 -0.0108816 0.332701 0 0 0 0 -0.0135731 -0.0108816 
1452.4 -0.00214975 0.332741 0 0 0 0 -0.00491517 -0.00214975 
1464.4 0.00630207 0.332801 0 0 0 0 0.00347258 0.00630207 
1476.4 0.0143778 0.333047 0 0 0 0 0.0114613 0.0143778 
1488.4 0.0221947 0.333339 0 0 0 0 0.0192069 0.0221947 
1500.4 0.029649 0.333491 0 0 0 0 0.0266034 0.029649 
1512.4 0.0367845 0.333682 0 0 0 0 0.0336524 0.0367845 
1524.4 0.0436654 0.333967 0 0 0 0 0.0404801 0.0436654 
