0.4 0.52858 0.337339 0.662608 1 0 0 1 0 0 1 0 0 1 0 0 0.483185 0.337457 0.662491 0.52858 0.337339 0.662608 
12.4 0.530721 0.336019 0.663929 1 0 0 1 0 0 1 0 0 1 0 0 0.485227 0.336098 0.66385 0.530721 0.336019 0.663929 
24.4 0.535985 0.332739 0.667208 1 0 0 1 0 0 1 0 0 1 0 0 0.490006 0.33285 0.667098 0.535985 0.332739 0.667208 
36.4 0.528207 0.337619 0.662329 1 0 0 1 0 0 1 0 0 1 0 0 0.482911 0.337718 0.66223 0.528207 0.337619 0.662329 
48.4 0.533326 0.334419 0.665529 1 0 0 1 0 0 1 0 0 1 0 0 0.487517 0.334521 0.665427 0.533326 0.334419 0.665529 
60.4 0.532144 0.335193 0.664755 1 0 0 1 0 0 1 0 0 1 0 0 0.486472 0.335251 0.664696 0.532144 0.335193 0.664755 
72.4 0.531369 0.335685 0.664263 1 0 0 1 0 0 1 0 0 1 0 0 0.48576 0.335762 0.664186 0.531369 0.335685 0.664263 
84.4 0.532149 0.335058 0.66489 1 0 0 1 0 0 1 0 0 1 0 0 0.48645 0.335147 0.664801 0.532149 0.335058 0.66489 
96.4 0.532449 0.334884 0.665064 1 0 0 1 0 0 1 0 0 1 0 0 0.486811 0.334894 0.665054 0.532449 0.334884 0.665064 
108.4 0.532018 0.335269 0.664679 1 0 0 1 0 0 1 0 0 1 0 0 0.486274 0.335355 0.664593 0.532018 0.335269 0.664679 
120.4 0.530791 0.336058 0.66389 1 0 0 1 0 0 1 0 0 1 0 0 0.485228 0.33612 0.663828 0.530791 0.336058 0.66389 
132.4 0.533159 0.33454 0.665407 1 0 0 1 0 0 1 0 0 1 0 0 0.487401 0.334627 0.665321 0.533159 0.33454 0.665407 
144.4 0.531453 0.335632 0.664316 1 0 0 1 0 0 1 0 0 1 0 0 0.485819 0.335751 0.664197 0.531453 0.335632 0.664316 
156.4 0.532033 0.335246 0.664702 1 0 0 1 0 0 1 0 0 1 0 0 0.486342 0.335336 0.664612 0.532033 0.335246 0.664702 
168.4 0.532736 0.334696 0.665251 1 0 0 1 0 0 1 0 0 1 0 0 0.48701 0.334705 0.665243 0.532736 0.334696 0.665251 
180.4 0.530862 0.335764 0.664184 1 0 0 1 0 0 1 0 0 1 0 0 0.485276 0.335809 0.664139 0.530862 0.335764 0.664184 
192.4 0.53278 0.334607 0.665341 1 0 0 1 0 0 1 0 0 1 0 0 0.487032 0.334727 0.665221 0.53278 0.334607 0.665341 
