0 2.68019 3.82942 1.79686 -1.14924 164.079 164.132 164.268 -0.0530637 0.0167745 0.0373267 -0.0968701 0.0167093 0.0375211 -0.0970683 
8 2.57958 3.68095 1.78278 -1.10137 164.091 164.143 164.24 -0.0522118 0.00443605 0.026477 -0.0588853 0.00438315 0.0266683 -0.0590783 
16 2.44067 3.60898 1.73844 -1.16832 164.107 164.171 164.196 -0.0641323 0.0116519 0.0188146 -0.040625 0.0116098 0.0190048 -0.0408054 
24 2.36129 3.58011 1.73484 -1.21882 164.129 164.184 164.157 -0.0550234 0.00788228 -0.00311623 -0.0246763 0.00783952 -0.00292588 -0.0248364 
32 2.30954 3.5734 1.71503 -1.26385 164.163 164.183 164.123 -0.0203813 0.00683017 -0.0210785 -0.00457518 0.0067761 -0.0208944 -0.00471618 
40 2.32909 3.69383 1.71045 -1.36473 164.193 164.196 164.078 -0.00339148 0.0211538 -0.0307219 0.00267188 0.0210827 -0.0305396 0.00253619 
48 2.362 3.86834 1.7349 -1.50634 164.198 164.22 164.048 -0.0228224 0.0462726 -0.0455481 0.0144704 0.0461929 -0.0453682 0.0143343 
56 2.35637 3.95544 1.80594 -1.59907 164.194 164.234 164.038 -0.039757 0.0682578 -0.0571309 0.0203408 0.0681861 -0.0569616 0.0202142 
64 2.34121 3.98936 1.8385 -1.64815 164.199 164.232 164.034 -0.0326367 0.0902653 -0.040587 0.0158558 0.0902178 -0.0404315 0.0157407 
72 2.36404 4.00845 1.82437 -1.64441 164.201 164.225 164.031 -0.024238 0.104934 -0.0171586 0.00292135 0.104908 -0.0170122 0.00280036 
80 2.43298 4.04804 1.87975 -1.61505 164.18 164.231 164.032 -0.0509695 0.111095 -0.0269566 -0.019177 0.111065 -0.0268241 -0.0193314 
88 2.48591 4.03434 2.10916 -1.54844 164.165 164.242 164.028 -0.0773382 0.110917 -0.0404968 -0.0538216 0.110861 -0.0403783 -0.0540148 
96 2.4627 3.92614 2.30723 -1.46344 164.151 164.243 164.044 -0.0924201 0.102566 -0.0412263 -0.0911859 0.102489 -0.041116 -0.091398 
104 2.35494 3.79467 2.37367 -1.43972 164.153 164.212 164.082 -0.05887 0.0750672 -0.0346592 -0.125821 0.0749818 -0.034548 -0.12602 
112 2.25493 3.68556 2.32537 -1.43062 164.185 164.163 164.111 0.0225577 0.0518973 -0.0166827 -0.139469 0.0518131 -0.0165705 -0.139647 
120 2.24721 3.65042 2.23438 -1.40321 164.212 164.141 164.124 0.0714178 0.0655122 0.000749897 -0.127154 0.0654305 0.000858725 -0.127331 
128 2.18198 3.63393 2.17513 -1.45195 164.213 164.147 164.139 0.0663221 0.104398 0.0199293 -0.0764808 0.104314 0.0200252 -0.076669 
136 2.12484 3.62773 2.17778 -1.50289 164.179 164.181 164.152 -0.0017165 0.135365 0.0306222 -0.0295201 0.135276 0.0307113 -0.0297168 
144 2.16185 3.68044 2.19126 -1.51858 164.156 164.213 164.154 -0.0577304 0.13841 0.0260268 -0.0187052 0.138308 0.0261209 -0.0188977 
152 2.2422 3.70433 2.20183 -1.46212 164.151 164.198 164.179 -0.046944 0.120267 0.0177932 -0.0413031 0.120141 0.0178939 -0.0414986 
160 2.27582 3.69216 2.17 -1.41634 164.152 164.175 164.204 -0.0229177 0.090611 0.0167502 -0.0634442 0.09046 0.0168509 -0.06365 
168 2.32688 3.72029 2.0719 -1.39341 164.143 164.197 164.182 -0.0538041 0.0600014 0.0271187 -0.0623263 0.0598381 0.0272272 -0.0625497 
176 2.44168 3.74532 1.90799 -1.30363 164.116 164.258 164.136 -0.141964 0.0489967 0.0528223 -0.0487898 0.0488396 0.0529365 -0.0490342 
184 2.66321 3.82224 1.83131 -1.15903 164.1 164.284 164.121 -0.183567 0.0495711 0.086968 -0.0327936 0.049422 0.0870827 -0.0330654 
192 2.9648 3.91324 1.98398 -0.948443 164.11 164.256 164.141 -0.146296 0.0454273 0.104895 -0.00681763 0.0452765 0.105006 -0.00710912 
200 3.2638 3.95439 2.30325 -0.690591 164.129 164.218 164.16 -0.0891212 0.0512159 0.0983275 0.0285058 0.0510683 0.0984395 0.0282018 
208 3.43308 3.91613 2.59597 -0.483047 164.159 164.192 164.158 -0.0328719 0.090045 0.0779473 0.0596731 0.089915 0.0780566 0.059363 
216 3.58201 3.81408 2.75982 -0.232074 164.204 164.175 164.137 0.0286502 0.125264 0.0499781 0.0716191 0.125158 0.0500873 0.0712978 
224 3.71676 3.73171 2.75709 -0.0149475 164.228 164.178 164.119 0.0502589 0.115284 0.0366787 0.0580228 0.115198 0.0367996 0.0576868 
232 3.77412 3.68221 2.5545 0.0919105 164.23 164.202 164.098 0.0275345 0.081011 0.0401353 0.0151907 0.0809484 0.0402717 0.0148404 
240 3.73975 3.67502 2.26472 0.0647343 164.21 164.234 164.086 -0.0242139 0.0652514 0.0556201 -0.0183902 0.0652185 0.0557581 -0.018743 
248 3.62794 3.70888 1.95747 -0.0809445 164.185 164.26 164.082 -0.0750222 0.084824 0.0642933 -0.0306713 0.0848241 0.0644165 -0.0310093 
256 3.41717 3.80592 1.76292 -0.388744 164.162 164.278 164.088 -0.116243 0.115358 0.0786438 -0.042588 0.115367 0.0787578 -0.0428938 
264 3.19885 3.83232 1.70191 -0.633466 164.157 164.287 164.084 -0.130525 0.140791 0.0998858 -0.0566945 0.140775 0.100007 -0.0569644 
272 3.05798 3.80114 1.70824 -0.743162 164.173 164.29 164.066 -0.117067 0.145645 0.119498 -0.0583103 0.145595 0.119642 -0.0585578 
280 2.95669 3.72784 1.74661 -0.77114 164.195 164.27 164.063 -0.0744186 0.127927 0.129176 -0.0576195 0.127854 0.129338 -0.0578676 
288 2.89348 3.70122 1.75774 -0.807737 164.218 164.224 164.084 -0.00612427 0.103262 0.130146 -0.0573627 0.103198 0.130313 -0.0576232 
296 2.88112 3.75512 1.76827 -0.873994 164.228 164.176 164.121 0.0519441 0.0752529 0.103428 -0.0354501 0.0752086 0.103583 -0.0357194 
304 2.9228 3.93597 1.80415 -1.01317 164.198 164.148 164.17 0.050306 0.0539002 0.0662868 0.0112109 0.0538661 0.0664235 0.0109212 
312 2.88008 4.08144 1.90487 -1.20136 164.133 164.134 164.235 -0.000841997 0.0521342 0.045129 0.0502151 0.0521043 0.0452558 0.0499043 
320 2.78947 4.15593 2.03622 -1.36646 164.089 164.131 164.281 -0.0411742 0.0609029 0.0342782 0.0553132 0.0608689 0.0344204 0.0549851 
328 2.76354 4.16164 2.10366 -1.3981 164.104 164.129 164.281 -0.0247878 0.0541645 0.0447671 0.031239 0.0541158 0.0449498 0.0309026 
336 2.85682 4.11312 1.97413 -1.25631 164.141 164.127 164.248 0.0138463 0.03712 0.0632975 0.00859155 0.0370521 0.0635247 0.00825095 
344 2.98587 3.99279 1.73062 -1.00692 164.17 164.126 164.205 0.0438343 0.0499644 0.0638977 -0.0098586 0.049893 0.0641576 -0.0101975 
352 3.08137 3.87166 1.47607 -0.790298 164.175 164.126 164.185 0.048622 0.0756477 0.0475887 -0.0415527 0.0755866 0.0478585 -0.0418813 
360 3.11854 3.84561 1.25185 -0.727069 164.163 164.127 164.203 0.0362364 0.0804304 0.0393258 -0.055755 0.0803836 0.0395988 -0.0560631 
368 3.16204 3.79373 1.12035 -0.631685 164.155 164.142 164.209 0.0131738 0.0756377 0.0537124 -0.040863 0.075608 0.0539695 -0.041159 
376 3.26912 3.64295 1.14767 -0.373828 164.157 164.179 164.171 -0.021797 0.0743182 0.0658962 -0.0248445 0.0742996 0.0661241 -0.0251366 
384 3.29401 3.4619 1.26602 -0.167887 164.169 164.192 164.141 -0.0226578 0.083349 0.0643326 -0.0403309 0.0833383 0.0645331 -0.0406125 
392 3.16069 3.30613 1.33492 -0.145443 164.159 164.171 164.162 -0.0116937 0.0886817 0.0567148 -0.0622421 0.0886783 0.0569026 -0.0625087 
400 2.97028 3.20607 1.24418 -0.235795 164.124 164.16 164.204 -0.0354252 0.0793835 0.0517241 -0.0643798 0.0793856 0.0518978 -0.0646405 
408 2.81446 3.06643 1.05257 -0.251961 164.098 164.165 164.23 -0.0665438 0.0589529 0.047581 -0.0563613 0.0589627 0.0477281 -0.0566098 
416 2.7872 2.92253 0.983975 -0.135331 164.094 164.165 164.237 -0.0709187 0.0352405 0.0470507 -0.0391861 0.0352415 0.0471681 -0.0394207 
424 2.88636 2.79279 1.01576 0.0935665 164.109 164.132 164.256 -0.0235749 -0.00158017 0.0413219 -0.0207501 -0.00159739 0.0414253 -0.0209865 
432 2.97403 2.73791 0.969536 0.236121 164.133 164.083 164.278 0.050112 -0.0306765 0.028913 -0.00390967 -0.0307104 0.0290132 -0.00414869 
440 3.01032 2.81428 0.915372 0.196038 164.154 164.055 164.282 0.0989525 -0.0364188 0.0157443 -0.010046 -0.0364598 0.0158424 -0.0102897 
448 3.02242 2.98985 0.931782 0.0325729 164.176 164.044 164.276 0.131465 -0.0235613 0.000834248 -0.0302946 -0.0236016 0.000941146 -0.030543 
