0 0.613678 -0.196369 1.8791 0.810046 222.285 222.447 222.294 -0.162261 0.0426761 -0.046905 -0.0317276 0.0426161 -0.0470356 -0.0316746 
8 0.585806 -0.187552 1.88773 0.773358 222.281 222.445 222.302 -0.164079 0.0372762 -0.0465238 -0.0318853 0.0372162 -0.0466444 -0.0318413 
16 0.577678 -0.170625 1.90944 0.748303 222.279 222.443 222.308 -0.163652 0.0339594 -0.0419816 -0.0288469 0.0339002 -0.0420978 -0.0287994 
24 0.575615 -0.155402 1.92564 0.731018 222.28 222.438 222.312 -0.157863 0.0322383 -0.035672 -0.0260716 0.0321802 -0.0357863 -0.0260188 
32 0.582025 -0.158321 1.92913 0.740346 222.282 222.434 222.312 -0.15157 0.0304983 -0.0368692 -0.0240829 0.0304423 -0.0369911 -0.0240264 
40 0.588438 -0.158731 1.91448 0.747169 222.286 222.429 222.308 -0.143261 0.0293472 -0.0405369 -0.0213128 0.0293017 -0.040671 -0.0212536 
48 0.591433 -0.154358 1.90026 0.745791 222.29 222.425 222.304 -0.134317 0.0244792 -0.0433183 -0.0186576 0.0244437 -0.0434565 -0.0186058 
56 0.577484 -0.143536 1.88514 0.72102 222.29 222.43 222.297 -0.139156 0.0237812 -0.0449311 -0.017323 0.0237474 -0.0450595 -0.0172793 
64 0.570191 -0.134622 1.88525 0.704813 222.285 222.438 222.295 -0.152936 0.0243058 -0.0453179 -0.0207316 0.0242656 -0.0454405 -0.0206963 
72 0.585785 -0.139461 1.89174 0.725247 222.279 222.441 222.3 -0.161954 0.0238121 -0.0422898 -0.0289087 0.0237646 -0.0424157 -0.0288778 
80 0.611599 -0.145084 1.8968 0.756683 222.275 222.443 222.303 -0.167913 0.0219694 -0.0382702 -0.0362926 0.0219278 -0.0384035 -0.0362623 
88 0.631495 -0.157645 1.90231 0.78914 222.271 222.446 222.302 -0.175068 0.0227358 -0.0380479 -0.0379471 0.0226975 -0.0381911 -0.0379163 
96 0.636591 -0.176855 1.908 0.813446 222.27 222.448 222.301 -0.178598 0.0242513 -0.0406825 -0.0335428 0.0242096 -0.0408379 -0.0335128 
104 0.625422 -0.19839 1.91492 0.823812 222.271 222.446 222.301 -0.175368 0.0258697 -0.0447196 -0.0255599 0.0258256 -0.0448833 -0.0255263 
