0  0  0  0
0.4  0  0  0
0.8  0  0  0
1.2  0  0  0
1.6  0  0  0
2  0  0  0
2.4  0  0  0
2.8  0  0  0
3.2  0  0  0
3.6  0  0  0
4  0  0  0
4.4  0  0  0
4.8  0  0  0
5.2  0  0  0
5.6  0  0  0
6  0  0  0
6.4  0  0  0
6.8  0  0  0
7.2  0  0  0
7.6  0  0  0
8  0  0  0
8.4  0  0  0
8.8  0  0  0
9.2  0  0  0
9.6  0  0  0
10  0  0  0
10.4  0  0  0
10.8  0  0  0
11.2  0  0  0
11.6  0  0  0
12  0  0  0
12.4  0  0  0
12.8  0  0  0
13.2  0  0  0
13.6  0  0  0
14  0  0  0
14.4  0  0  0
14.8  0  0  0
15.2  0  0  0
15.6  0  0  0
16  0  0  0
16.4  0  0  0
16.8  0  0  0
17.2  0  0  0
17.6  0  0  0
18  0  0  0
18.4  0  0  0
18.8  0  0  0
19.2  0  0  0
19.6  0  0  0
20  0  0  0
20.4  0  0  0
20.8  0  0  0
21.2  0  0  0
21.6  0  0  0
22  0  0  0
22.4  0  0  0
22.8  0  0  0
23.2  0  0  0
23.6  0  0  0
24  0  0  0
24.4  0  0  0
24.8  0  0  0
25.2  0  0  0
25.6  0  0  0
26  0  0  0
26.4  0  0  0
26.8  0  0  0
27.2  0  0  0
27.6  0  0  0
28  0  0  0
28.4  0  0  0
28.8  0  0  0
29.2  0  0  0
29.6  0  0  0
30  0  0  0
30.4  0  0  0
30.8  0  0  0
31.2  0  0  0
31.6  0  0  0
32  0  0  0
32.4  0  0  0
32.8  0  0  0
33.2  0  0  0
33.6  0  0  0
34  0  0  0
34.4  0  0  0
34.8  0  0  0
35.2  0  0  0
35.6  0  0  0
36  0  0  0
36.4  0  0  0
36.8  0  0  0
37.2  0  0  0
37.6  0  0  0
38  0  0  0
38.4  0  0  0
38.8  0  0  0
39.2  0  0  0
39.6  0  0  0
40  -1.502e-05  0  0
40.4  -1.502e-05  0  0
40.8  -1.502e-05  0  0
41.2  -1.502e-05  0  0
41.6  -1.502e-05  0  0
42  -1.502e-05  0  0
42.4  -1.502e-05  0  0
42.8  -1.502e-05  0  0
43.2  -1.502e-05  0  0
43.6  -1.502e-05  0  0
44  -1.502e-05  0  0
44.4  -1.502e-05  0  0
44.8  -1.502e-05  0  0
45.2  -1.502e-05  0  0
45.6  -1.502e-05  0  0
46  -1.502e-05  0  0
46.4  -1.502e-05  0  0
46.8  -1.502e-05  0  0
47.2  -1.502e-05  0  0
47.6  -1.502e-05  0  0
48  -1.502e-05  0  0
48.4  -1.502e-05  0  0
48.8  -1.502e-05  0  0
49.2  -1.502e-05  0  0
49.6  -1.502e-05  0  0
50  -1.5076e-05  0  0
50.4  -1.5076e-05  0  0
50.8  -1.5076e-05  0  0
51.2  -1.5076e-05  0  0
51.6  -1.5076e-05  0  0
52  -1.5076e-05  0  0
52.4  -1.5076e-05  0  0
52.8  -1.5076e-05  0  0
53.2  -1.5076e-05  0  0
53.6  -1.5076e-05  0  0
54  -1.5076e-05  0  0
54.4  -1.5076e-05  0  0
54.8  -1.5076e-05  0  0
55.2  -1.5076e-05  0  0
55.6  -1.5076e-05  0  0
56  -1.5076e-05  0  0
56.4  -1.5076e-05  0  0
56.8  -1.5076e-05  0  0
57.2  -1.5076e-05  0  0
57.6  -1.5076e-05  0  0
58  -1.5076e-05  0  0
58.4  -1.5076e-05  0  0
58.8  -1.5076e-05  0  0
59.2  -1.5076e-05  0  0
59.6  -1.5076e-05  0  0
60  -1.5092e-05  0  0
60.4  -1.5092e-05  0  0
60.8  -1.5092e-05  0  0
61.2  -1.5092e-05  0  0
61.6  -1.5092e-05  0  0
62  -1.5092e-05  0  0
62.4  -1.5092e-05  0  0
62.8  -1.5092e-05  0  0
63.2  -1.5092e-05  0  0
63.6  -1.5092e-05  0  0
64  -1.5092e-05  0  0
64.4  -1.5092e-05  0  0
64.8  -1.5092e-05  0  0
65.2  -1.5092e-05  0  0
65.6  -1.5092e-05  0  0
66  -1.5092e-05  0  0
66.4  -1.5092e-05  0  0
66.8  -1.5092e-05  0  0
67.2  -1.5092e-05  0  0
67.6  -1.5092e-05  0  0
68  -1.5092e-05  0  0
68.4  -1.5092e-05  0  0
68.8  -1.5092e-05  0  0
69.2  -1.5092e-05  0  0
69.6  -1.5092e-05  0  0
70  -1.5096e-05  0  0
70.4  -1.5096e-05  0  0
70.8  -1.5096e-05  0  0
71.2  -1.5096e-05  0  0
71.6  -1.5096e-05  0  0
72  -1.5096e-05  0  0
72.4  -1.5096e-05  0  0
72.8  -1.5096e-05  0  0
73.2  -1.5096e-05  0  0
73.6  -1.5096e-05  0  0
74  -1.5096e-05  0  0
74.4  -1.5096e-05  0  0
74.8  -1.5096e-05  0  0
75.2  -1.5096e-05  0  0
75.6  -1.5096e-05  0  0
76  -1.5096e-05  0  0
76.4  -1.5096e-05  0  0
76.8  -1.5096e-05  0  0
77.2  -1.5096e-05  0  0
77.6  -1.5096e-05  0  0
78  -1.5096e-05  0  0
78.4  -1.5096e-05  0  0
78.8  -1.5096e-05  0  0
79.2  -1.5096e-05  0  0
79.6  -1.5096e-05  0  0
80  -1.507e-05  0  0
80.4  -1.507e-05  0  0
80.8  -1.507e-05  0  0
81.2  -1.507e-05  0  0
81.6  -1.507e-05  0  0
82  -1.507e-05  0  0
82.4  -1.507e-05  0  0
82.8  -1.507e-05  0  0
83.2  -1.507e-05  0  0
83.6  -1.507e-05  0  0
84  -1.507e-05  0  0
84.4  -1.507e-05  0  0
84.8  -1.507e-05  0  0
85.2  -1.507e-05  0  0
85.6  -1.507e-05  0  0
86  -1.507e-05  0  0
86.4  -1.507e-05  0  0
86.8  -1.507e-05  0  0
87.2  -1.507e-05  0  0
87.6  -1.507e-05  0  0
88  -1.507e-05  0  0
88.4  -1.507e-05  0  0
88.8  -1.507e-05  0  0
89.2  -1.507e-05  0  0
89.6  -1.507e-05  0  0
90  -1.5142e-05  0  0
90.4  -1.5142e-05  0  0
90.8  -1.5142e-05  0  0
91.2  -1.5142e-05  0  0
91.6  -1.5142e-05  0  0
92  -1.5142e-05  0  0
92.4  -1.5142e-05  0  0
92.8  -1.5142e-05  0  0
93.2  -1.5142e-05  0  0
93.6  -1.5142e-05  0  0
94  -1.5142e-05  0  0
94.4  -1.5142e-05  0  0
94.8  -1.5142e-05  0  0
95.2  -1.5142e-05  0  0
95.6  -1.5142e-05  0  0
96  -1.5142e-05  0  0
96.4  -1.5142e-05  0  0
96.8  -1.5142e-05  0  0
97.2  -1.5142e-05  0  0
97.6  -1.5142e-05  0  0
98  -1.5142e-05  0  0
98.4  -1.5142e-05  0  0
98.8  -1.5142e-05  0  0
99.2  -1.5142e-05  0  0
99.6  -1.5142e-05  0  0
100  -1.5204e-05  0  0
100.4  -1.5204e-05  0  0
100.8  -1.5204e-05  0  0
101.2  -1.5204e-05  0  0
101.6  -1.5204e-05  0  0
102  -1.5204e-05  0  0
102.4  -1.5204e-05  0  0
102.8  -1.5204e-05  0  0
103.2  -1.5204e-05  0  0
103.6  -1.5204e-05  0  0
104  -1.5204e-05  0  0
104.4  -1.5204e-05  0  0
104.8  -1.5204e-05  0  0
105.2  -1.5204e-05  0  0
105.6  -1.5204e-05  0  0
106  -1.5204e-05  0  0
106.4  -1.5204e-05  0  0
106.8  -1.5204e-05  0  0
107.2  -1.5204e-05  0  0
107.6  -1.5204e-05  0  0
108  -1.5204e-05  0  0
108.4  -1.5204e-05  0  0
108.8  -1.5204e-05  0  0
109.2  -1.5204e-05  0  0
109.6  -1.5204e-05  0  0
110  -1.5246e-05  0  0
110.4  -1.5246e-05  0  0
110.8  -1.5246e-05  0  0
111.2  -1.5246e-05  0  0
111.6  -1.5246e-05  0  0
112  -1.5246e-05  0  0
112.4  -1.5246e-05  0  0
112.8  -1.5246e-05  0  0
113.2  -1.5246e-05  0  0
113.6  -1.5246e-05  0  0
114  -1.5246e-05  0  0
114.4  -1.5246e-05  0  0
114.8  -1.5246e-05  0  0
115.2  -1.5246e-05  0  0
115.6  -1.5246e-05  0  0
116  -1.5246e-05  0  0
116.4  -1.5246e-05  0  0
116.8  -1.5246e-05  0  0
117.2  -1.5246e-05  0  0
117.6  -1.5246e-05  0  0
118  -1.5246e-05  0  0
118.4  -1.5246e-05  0  0
118.8  -1.5246e-05  0  0
119.2  -1.5246e-05  0  0
119.6  -1.5246e-05  0  0
120  -1.533e-05  0  0
120.4  -1.533e-05  0  0
120.8  -1.533e-05  0  0
121.2  -1.533e-05  0  0
121.6  -1.533e-05  0  0
122  -1.533e-05  0  0
122.4  -1.533e-05  0  0
122.8  -1.533e-05  0  0
123.2  -1.533e-05  0  0
123.6  -1.533e-05  0  0
124  -1.533e-05  0  0
124.4  -1.533e-05  0  0
124.8  -1.533e-05  0  0
125.2  -1.533e-05  0  0
125.6  -1.533e-05  0  0
126  -1.533e-05  0  0
126.4  -1.533e-05  0  0
126.8  -1.533e-05  0  0
127.2  -1.533e-05  0  0
127.6  -1.533e-05  0  0
128  -1.533e-05  0  0
128.4  -1.533e-05  0  0
128.8  -1.533e-05  0  0
129.2  -1.533e-05  0  0
129.6  -1.533e-05  0  0
130  -1.5422e-05  0  0
130.4  -1.5422e-05  0  0
130.8  -1.5422e-05  0  0
131.2  -1.5422e-05  0  0
131.6  -1.5422e-05  0  0
132  -1.5422e-05  0  0
132.4  -1.5422e-05  0  0
132.8  -1.5422e-05  0  0
133.2  -1.5422e-05  0  0
133.6  -1.5422e-05  0  0
134  -1.5422e-05  0  0
134.4  -1.5422e-05  0  0
134.8  -1.5422e-05  0  0
135.2  -1.5422e-05  0  0
135.6  -1.5422e-05  0  0
136  -1.5422e-05  0  0
136.4  -1.5422e-05  0  0
136.8  -1.5422e-05  0  0
