88   1.25416  0.343168  -1.08834   1.99027  2.35153  2.30179
89   1.27536  0.36596  -1.11136   1.98656  2.35077  2.30658
90   1.29447  0.387514  -1.13465   1.98296  2.34977  2.31149
91   1.31091  0.406538  -1.15768   1.97958  2.34839  2.31657
92   1.32417  0.422336  -1.17997   1.97644  2.34652  2.32192
93   1.33439  0.435311  -1.20187   1.97346  2.34416  2.32763
94   1.34226  0.446454  -1.22431   1.97049  2.34148  2.33369
95   1.34861  0.456896  -1.2479   1.96748  2.33864  2.33997
96   1.35414  0.467566  -1.27259   1.96445  2.33572  2.34636
97   1.35914  0.47885  -1.29784   1.96149  2.33265  2.35282
98   1.36354  0.490349  -1.32283   1.9587  2.32929  2.3594
99   1.36688  0.500855  -1.34662   1.95618  2.32549  2.36617
100   1.36869  0.509034  -1.36891   1.95393  2.32127  2.37313
101   1.36886  0.514604  -1.39092   1.95178  2.31687  2.38021
102   1.36771  0.518329  -1.41467   1.94957  2.31258  2.38729
103   1.36564  0.521167  -1.44108   1.94725  2.30856  2.39424
104   1.36308  0.523808  -1.46948   1.94492  2.30481  2.40096
105   1.36045  0.526614  -1.49838   1.94274  2.30117  2.40739
106   1.35809  0.529637  -1.5267   1.94086  2.29748  2.41356
107   1.35618  0.532483  -1.55417   1.93931  2.2936  2.41958
108   1.3545  0.534097  -1.58111   1.93807  2.28949  2.42551
109   1.35247  0.53318  -1.60802   1.937  2.28526  2.43144
110   1.34959  0.529323  -1.63532   1.93594  2.28101  2.43743
111   1.34589  0.523309  -1.66322   1.93479  2.27682  2.44351
112   1.34185  0.516446  -1.69179   1.93363  2.2727  2.44958
113   1.33825  0.510002  -1.72099   1.93261  2.26863  2.45547
114   1.33576  0.504827  -1.75082   1.93187  2.26453  2.46109
115   1.33476  0.501085  -1.78132   1.93152  2.26025  2.46648
116   1.33524  0.498074  -1.81216   1.93157  2.25565  2.47181
117   1.33683  0.494198  -1.84243   1.93193  2.25071  2.47721
118   1.33888  0.487811  -1.87145   1.9324  2.24562  2.48274
119   1.34076  0.478555  -1.89996   1.93278  2.24068  2.48827
120   1.34223  0.46746  -1.92961   1.93305  2.23615  2.49355
121   1.34357  0.456029  -1.96123   1.93332  2.23212  2.49832
122   1.34549  0.445478  -1.99419   1.93378  2.22847  2.50245
123   1.34872  0.436399  -2.02726   1.93455  2.22503  2.50599
124   1.35369  0.428729  -2.05956   1.93569  2.22162  2.50909
125   1.3604  0.421755  -2.09074   1.93718  2.21816  2.51185
126   1.36822  0.414123  -2.12097   1.93887  2.21478  2.51433
127   1.37593  0.404549  -2.15089   1.94056  2.2117  2.5165
128   1.38238  0.392891  -2.18125   1.94213  2.2091  2.51833
129   1.3871  0.380157  -2.21234   1.9436  2.20694  2.51978
130   1.39047  0.367616  -2.24394   1.94514  2.20511  2.52079
131   1.3932  0.356213  -2.27577   1.94687  2.20349  2.52133
132   1.39583  0.346285  -2.30798   1.94891  2.20195  2.5214
133   1.39857  0.3375  -2.34097   1.95131  2.20045  2.52104
134   1.40143  0.328829  -2.37459   1.954  2.19897  2.52032
135   1.40436  0.318701  -2.4078   1.9568  2.19759  2.51942
136   1.40716  0.305918  -2.43943   1.95946  2.19645  2.51845
137   1.40935  0.29054  -2.46977   1.96192  2.19561  2.51741
138   1.41038  0.273646  -2.50034   1.96431  2.19508  2.51609
139   1.41011  0.256673  -2.5322   1.96682  2.19483  2.51432
140   1.40894  0.240787  -2.56518   1.96954  2.19472  2.51209
141   1.40744  0.226527  -2.5985   1.9725  2.19465  2.50949
142   1.40601  0.213752  -2.63143   1.97566  2.19458  2.50664
143   1.40482  0.201716  -2.66336   1.97892  2.19451  2.50363
144   1.40358  0.189298  -2.69406   1.98217  2.19453  2.50052
145   1.40136  0.175709  -2.72417   1.98534  2.19475  2.49725
146   1.39694  0.161145  -2.7549   1.98851  2.19516  2.49372
147   1.38966  0.146528  -2.78683   1.9918  2.1957  2.48987
148   1.3799  0.132804  -2.81941   1.99524  2.19628  2.48575
149   1.36841  0.120449  -2.8518   1.9988  2.19683  2.48145
150   1.35555  0.109346  -2.88388   2.0025  2.19732  2.477
151   1.34132  0.098882  -2.91598   2.00635  2.19778  2.47237
152   1.32567  0.0881388  -2.94807   2.01032  2.19824  2.46757
153   1.30879  0.0762699  -2.97948   2.01429  2.19874  2.4627
154   1.29087  0.0630266  -3.00955   2.01817  2.19927  2.45786
155   1.2716  0.0486926  -3.03867   2.02201  2.19985  2.45304
156   1.25048  0.033621  -3.06795   2.0259  2.20045  2.44809
157   1.22742  0.0182897  -3.09798   2.02994  2.20106  2.44295
158   1.20276  0.0033254  -3.12858   2.0341  2.20163  2.43765
159   1.17691  -0.0108192  -3.1593   2.03838  2.20215  2.43226
160   1.15023  -0.0240524  -3.18958   2.04271  2.20259  2.42686
161   1.12314  -0.0366274  -3.21872   2.04702  2.20296  2.42154
162   1.09578  -0.0490034  -3.24636   2.05123  2.2033  2.41635
163   1.06748  -0.0615623  -3.27315   2.05541  2.20361  2.4112
164   1.03708  -0.0744146  -3.30043   2.05972  2.20392  2.40589
165   1.00438  -0.0872617  -3.32866   2.06421  2.20421  2.40037
166   0.970657  -0.0994602  -3.35696   2.06874  2.20445  2.39483
167   0.937292  -0.110518  -3.38431   2.07316  2.20464  2.38945
168   0.904818  -0.120423  -3.41046   2.0774  2.20478  2.38431
169   0.873076  -0.129553  -3.43567   2.0815  2.20487  2.37935
170   0.841804  -0.138401  -3.46015   2.08546  2.20494  2.37455
171   0.810857  -0.147191  -3.48396   2.08931  2.20499  2.3699
172   0.78001  -0.155746  -3.50728   2.09307  2.20504  2.36536
173   0.748851  -0.164066  -3.53051   2.09677  2.2051  2.36089
174   0.717249  -0.172712  -3.55385   2.1004  2.2052  2.35646
175   0.68558  -0.182121  -3.57712   2.10391  2.20537  2.35211
176   0.654255  -0.192105  -3.60013   2.10725  2.20559  2.3479
177   0.623582  -0.202172  -3.62274   2.11039  2.20586  2.34387
178   0.594133  -0.211915  -3.64472   2.11329  2.20617  2.34006
179   0.566875  -0.221168  -3.6657   2.11587  2.20655  2.33658
180   0.542463  -0.230038  -3.68562   2.11809  2.207  2.33346
181   0.520296  -0.23902  -3.70508   2.12002  2.20754  2.33061
182   0.498888  -0.248889  -3.72496   2.12179  2.20819  2.32785
183   0.477625  -0.259898  -3.74535   2.12346  2.20891  2.32515
184   0.457408  -0.271239  -3.76543   2.12496  2.20968  2.32259
185   0.43937  -0.281758  -3.78443   2.12621  2.21046  2.3203
186   0.424076  -0.290835  -3.80208   2.12719  2.21126  2.3183
187   0.411651  -0.298453  -3.81845   2.12791  2.21209  2.31656
188   0.401885  -0.304825  -3.83381   2.1284  2.21296  2.31504
189   0.394058  -0.309967  -3.84852   2.12874  2.21392  2.31363
190   0.386936  -0.313647  -3.86293   2.12901  2.21498  2.31224
191   0.379423  -0.315983  -3.87704   2.12928  2.21613  2.3108
192   0.371308  -0.317757  -3.89038   2.12957  2.21731  2.30934
193   0.362877  -0.319669  -3.90245   2.12985  2.21845  2.30791
194   0.354284  -0.321748  -3.91308   2.13012  2.2195  2.30654
195   0.345822  -0.323527  -3.92237   2.13039  2.22048  2.30522
196   0.33838  -0.324415  -3.93038   2.13064  2.22139  2.30398
197   0.333291  -0.323853  -3.93712   2.13087  2.22225  2.30283
198   0.331461  -0.321537  -3.94264   2.13114  2.22306  2.30174
199   0.332507  -0.317899  -3.9471   2.13154  2.22379  2.30063
