0   -1.44856  -0.319658  -2.41537   2.12865  2.09099  2.49817
1   -1.44659  -0.33457  -2.40966   2.13434  2.09008  2.49368
2   -1.44523  -0.34994  -2.40575   2.13955  2.08973  2.48905
3   -1.44354  -0.364757  -2.40379   2.14423  2.08979  2.4845
4   -1.44018  -0.378025  -2.40334   2.14841  2.08998  2.48031
5   -1.43425  -0.389346  -2.40379   2.15219  2.09006  2.47668
6   -1.42531  -0.399459  -2.40509   2.15571  2.08992  2.47359
7   -1.4131  -0.410306  -2.40773   2.15904  2.08968  2.47083
8   -1.39761  -0.424106  -2.41182   2.1622  2.08959  2.46811
9   -1.37933  -0.441832  -2.41669   2.16517  2.08989  2.46513
10   -1.35924  -0.462542  -2.42175   2.16794  2.09073  2.46176
11   -1.33843  -0.484  -2.42723   2.17042  2.09205  2.4581
12   -1.3172  -0.504052  -2.43371   2.17249  2.09373  2.45443
13   -1.2948  -0.521867  -2.4415   2.1741  2.0956  2.45099
14   -1.26973  -0.538197  -2.45085   2.17521  2.09761  2.44789
15   -1.24038  -0.554742  -2.46181   2.17588  2.09987  2.44497
16   -1.20607  -0.573107  -2.47348   2.17615  2.1026  2.44191
17   -1.16798  -0.594021  -2.48374   2.17616  2.10605  2.43827
18   -1.12893  -0.617315  -2.4904   2.17604  2.11043  2.43361
19   -1.09163  -0.642326  -2.49266   2.17588  2.11576  2.42777
20   -1.05706  -0.66805  -2.49115   2.17565  2.12186  2.42093
21   -1.02445  -0.693406  -2.48664   2.17528  2.12842  2.41359
22   -0.992423  -0.717712  -2.47897   2.17473  2.13519  2.40611
23   -0.959996  -0.740974  -2.46733   2.17404  2.14205  2.39861
24   -0.92679  -0.763927  -2.45095   2.17329  2.14911  2.39088
25   -0.89301  -0.787938  -2.42956   2.17259  2.15659  2.38249
26   -0.859294  -0.814438  -2.4033   2.17208  2.16477  2.37293
27   -0.826478  -0.843836  -2.37262   2.17183  2.17375  2.36196
28   -0.795602  -0.874922  -2.33864   2.1718  2.18337  2.34981
29   -0.767784  -0.905532  -2.3031   2.17191  2.19317  2.33712
30   -0.743573  -0.933915  -2.26717   2.17208  2.20275  2.32457
31   -0.72253  -0.95967  -2.23069   2.17226  2.21198  2.31238
32   -0.703411  -0.98373  -2.19291   2.17246  2.22105  2.30037
33   -0.684594  -1.00767  -2.15324   2.1727  2.23025  2.28811
34   -0.664805  -1.03279  -2.11105   2.173  2.23988  2.27518
35   -0.643966  -1.05924  -2.06533   2.17336  2.25002  2.26139
36   -0.623482  -1.08569  -2.015   2.17378  2.26042  2.24696
37   -0.605381  -1.11027  -1.96023   2.17425  2.27058  2.23251
38   -0.590685  -1.1315  -1.90281   2.17472  2.28002  2.21874
39   -0.578698  -1.14871  -1.84452   2.17514  2.28858  2.2061
40   -0.567958  -1.16196  -1.78571   2.17547  2.29639  2.19454
41   -0.557243  -1.1716  -1.7255   2.1757  2.30367  2.1838
42   -0.545875  -1.17786  -1.6626   2.17585  2.31062  2.1736
43   -0.533581  -1.18096  -1.59599   2.1759  2.31729  2.16375
44   -0.520145  -1.18106  -1.52558   2.17581  2.32358  2.15433
45   -0.505257  -1.17821  -1.45285   2.17551  2.32926  2.14566
46   -0.48894  -1.17218  -1.38105   2.17494  2.33407  2.1382
47   -0.471603  -1.16273  -1.31414   2.17409  2.33795  2.13224
48   -0.453534  -1.14964  -1.25425   2.173  2.34104  2.12779
49   -0.434518  -1.13287  -1.20095   2.17168  2.34351  2.12463
50   -0.413791  -1.11265  -1.15277   2.17011  2.34552  2.12254
51   -0.390196  -1.08935  -1.1084   2.16823  2.3472  2.12134
52   -0.362585  -1.06338  -1.06711   2.16592  2.34863  2.12096
53   -0.33046  -1.03514  -1.0286   2.1631  2.34978  2.12147
54   -0.294622  -1.0048  -0.992943   2.1598  2.3505  2.12299
55   -0.257062  -0.972383  -0.960623   2.15615  2.35067  2.1256
56   -0.219378  -0.938026  -0.932521   2.15232  2.35037  2.12915
57   -0.181284  -0.901797  -0.909282   2.1483  2.34986  2.13338
58   -0.141177  -0.863579  -0.890933   2.14399  2.34938  2.13814
59   -0.0973787  -0.822988  -0.877032   2.13922  2.34905  2.1434
60   -0.048963  -0.779512  -0.86679   2.13388  2.34885  2.14925
61   0.00393486  -0.732945  -0.859167   2.12798  2.34866  2.15574
62   0.0601376  -0.683835  -0.853078   2.12167  2.34836  2.16284
63   0.117667  -0.633629  -0.847824   2.11521  2.3479  2.17027
64   0.174377  -0.584103  -0.843425   2.10887  2.34742  2.17762
65   0.229003  -0.536241  -0.840367   2.10282  2.3471  2.18453
66   0.281542  -0.489791  -0.838934   2.09706  2.34702  2.19094
67   0.332757  -0.44395  -0.839095   2.09148  2.34714  2.19698
68   0.383654  -0.397982  -0.8408   2.08596  2.34739  2.20284
69   0.435245  -0.351359  -0.844081   2.08037  2.34774  2.20869
70   0.488369  -0.303817  -0.849029   2.07459  2.34818  2.21459
71   0.543274  -0.255621  -0.855765   2.06863  2.34877  2.22051
72   0.598994  -0.207785  -0.864062   2.06259  2.34951  2.2263
73   0.653363  -0.161675  -0.872885   2.05676  2.35027  2.23181
74   0.704559  -0.118043  -0.881036   2.05139  2.35084  2.23703
75   0.752517  -0.0767376  -0.888507   2.04645  2.3512  2.24201
76   0.798509  -0.0371947  -0.896502   2.04174  2.35147  2.24682
77   0.844012  0.00131929  -0.906258   2.03705  2.3518  2.25153
78   0.889982  0.0395042  -0.918229   2.03224  2.35225  2.2562
79   0.936602  0.0776966  -0.932032   2.02731  2.35278  2.26089
80   0.983267  0.115582  -0.946798   2.02237  2.35329  2.2656
81   1.02867  0.152113  -0.961589   2.01761  2.35365  2.27028
82   1.07126  0.186017  -0.97592   2.0132  2.35376  2.27486
83   1.11014  0.216828  -0.990285   2.00915  2.35363  2.27931
84   1.14523  0.245009  -1.00592   2.00532  2.35336  2.28369
85   1.17684  0.271225  -1.02381   2.00156  2.35303  2.28807
86   1.20529  0.29602  -1.044   1.9978  2.35263  2.29254
87   1.23092  0.319869  -1.06577   1.99403  2.35215  2.2971
