98 3.58605 -3.23842 -5.11935  6.82447 14.2799 13.6189 14.1311   0.660982 0.891826 0.0950305 0.557956 0.892055 0.0909711 0.555839
99 3.49926 -3.18362 -5.15325  6.68288 14.2847 13.6266 14.1162   0.658167 0.885123 0.0979529 0.538716 0.885462 0.0942623 0.536698
100 3.41071 -3.13334 -5.18858  6.54405 14.2901 13.6328 14.1022   0.657347 0.877917 0.102919 0.518899 0.878357 0.099603 0.516984
101 3.32169 -3.08475 -5.21953  6.40644 14.2965 13.6373 14.0889   0.659191 0.870522 0.11017 0.498963 0.871051 0.107232 0.497151
102 3.23392 -3.03518 -5.24173  6.2691 14.304 13.6399 14.0761   0.664131 0.863381 0.119518 0.479744 0.863987 0.116961 0.478036
103 3.149 -2.98458 -5.2546  6.13358 14.313 13.6408 14.0635   0.672176 0.856729 0.130341 0.462065 0.8574 0.128163 0.460463
104 3.06808 -2.93595 -5.26041  6.00403 14.3232 13.64 14.0511   0.683205 0.850506 0.141876 0.446299 0.851234 0.140074 0.444803
105 2.99182 -2.89284 -5.26198  5.88466 14.3346 13.6376 14.0393   0.69704 0.844669 0.153648 0.432294 0.845447 0.152216 0.430907
106 2.92002 -2.85725 -5.26204  5.77727 14.347 13.6337 14.028   0.71324 0.839293 0.165645 0.419655 0.840116 0.164578 0.418379
107 2.8515 -2.82975 -5.2628  5.68126 14.36 13.6287 14.0174   0.731295 0.834419 0.178186 0.408019 0.835279 0.177476 0.406855
108 2.78405 -2.81069 -5.26466  5.59473 14.3737 13.6227 14.0071   0.750969 0.830066 0.191648 0.397166 0.830952 0.191288 0.396116
109 2.71503 -2.79982 -5.26572  5.51485 14.3879 13.6157 13.9972   0.772155 0.82641 0.206255 0.38711 0.827313 0.206236 0.386174
110 2.64293 -2.79518 -5.2627  5.43811 14.4024 13.608 13.9874   0.7944 0.823866 0.22188 0.37818 0.824773 0.222193 0.377359
111 2.56901 -2.79417 -5.25251  5.36318 14.4169 13.6001 13.9781   0.816839 0.822888 0.237954 0.370823 0.823791 0.238588 0.370117
112 2.4976 -2.79592 -5.2341  5.29352 14.4308 13.5921 13.9696   0.838766 0.823669 0.253707 0.36517 0.824559 0.25465 0.364577
113 2.43334 -2.80105 -5.2091  5.23439 14.4441 13.584 13.9622   0.860105 0.826095 0.268538 0.360921 0.826969 0.269776 0.360439
114 2.37506 -2.81198 -5.18113  5.18704 14.4569 13.5758 13.9557   0.881077 0.829958 0.282213 0.357648 0.830815 0.283735 0.357276
115 2.32023 -2.83025 -5.15362  5.15048 14.4695 13.5677 13.9495   0.901855 0.835055 0.294921 0.355109 0.835892 0.296713 0.354845
116 2.26658 -2.85745 -5.12796  5.12403 14.4823 13.5597 13.9429   0.922656 0.841173 0.307163 0.353277 0.841988 0.309212 0.353119
117 2.21416 -2.89385 -5.10224  5.10801 14.4957 13.5518 13.9355   0.94392 0.848172 0.319405 0.352194 0.848963 0.321697 0.352138
118 2.16415 -2.93772 -5.07265  5.10187 14.5098 13.5437 13.927   0.966099 0.856045 0.33167 0.351883 0.856809 0.33419 0.351925
119 2.11782 -2.98521 -5.03662  5.10303 14.5247 13.5355 13.9173   0.989171 0.8648 0.343337 0.352283 0.865535 0.346067 0.352419
120 2.07632 -3.03177 -4.99533  5.10809 14.54 13.5275 13.9066   1.01253 0.874274 0.353332 0.353119 0.87498 0.356256 0.353344
121 2.04061 -3.07465 -4.95315  5.11526 14.5554 13.5199 13.8954   1.03558 0.884173 0.360712 0.353921 0.884848 0.363813 0.354226
122 2.01121 -3.11421 -4.91416  5.12542 14.5708 13.5126 13.8839   1.05822 0.894367 0.36512 0.354287 0.895011 0.368381 0.354667
123 1.9886 -3.15278 -4.87964  5.14137 14.5863 13.5056 13.8724   1.08071 0.905004 0.366782 0.354086 0.905615 0.370189 0.354533
124 1.97374 -3.19251 -4.84864  5.16624 14.6021 13.4987 13.8609   1.10332 0.916276 0.366251 0.35338 0.91685 0.369787 0.353887
125 1.9679 -3.23426 -4.81903  5.20215 14.6183 13.4919 13.8492   1.1264 0.928246 0.364048 0.352236 0.92878 0.367696 0.352797
126 1.97125 -3.27846 -4.78793  5.2497 14.6352 13.4847 13.8374   1.15047 0.940963 0.36032 0.350591 0.941456 0.364065 0.351198
127 1.98214 -3.32548 -4.75302  5.30762 14.6531 13.4772 13.8253   1.17591 0.954516 0.354762 0.34824 0.954966 0.358587 0.348886
128 1.99761 -3.37474 -4.71392  5.37235 14.6717 13.4693 13.8134   1.20237 0.968847 0.346829 0.344922 0.969252 0.35072 0.345601
129 2.01447 -3.42412 -4.67229  5.43859 14.6902 13.4614 13.8023   1.22881 0.983612 0.336205 0.34043 0.983972 0.340148 0.341137
130 2.03393 -3.47097 -4.62919  5.5049 14.7077 13.4536 13.7928   1.25407 0.998382 0.323233 0.334721 0.998698 0.327217 0.335452
131 2.05668 -3.51383 -4.58452  5.57051 14.7236 13.4462 13.7852   1.27737 1.01293 0.308732 0.327922 1.0132 0.312746 0.328673
132 2.08238 -3.55309 -4.53713  5.63547 14.7375 13.4393 13.7793   1.29822 1.02719 0.293426 0.320195 1.02742 0.297462 0.320965
133 2.10918 -3.59099 -4.48584  5.70017 14.7496 13.4333 13.7746   1.31636 1.04112 0.277716 0.311646 1.04131 0.281765 0.312435
134 2.13657 -3.63009 -4.42848  5.76665 14.7603 13.4284 13.7704   1.33185 1.05467 0.261744 0.302275 1.05481 0.265798 0.303084
135 2.16429 -3.67042 -4.3621  5.83471 14.7697 13.4245 13.7664   1.34522 1.06791 0.245379 0.291931 1.06802 0.249434 0.29276
136 2.19341 -3.71195 -4.28314  5.90536 14.7784 13.4213 13.7627   1.35713 1.08095 0.228231 0.28037 1.08101 0.232281 0.28122
137 2.22368 -3.75317 -4.19074  5.97684 14.7864 13.4182 13.7595   1.36813 1.09367 0.209899 0.267497 1.0937 0.213944 0.268373
138 2.25434 -3.79188 -4.08853  6.04622 14.7934 13.415 13.7575   1.37843 1.10565 0.190397 0.253625 1.10566 0.194435 0.254532
139 2.28486 -3.82577 -3.98323  6.11064 14.7991 13.4113 13.7575   1.38784 1.11641 0.170281 0.239418 1.11639 0.174314 0.240363
140 2.31498 -3.85373 -3.88035  6.16871 14.8032 13.4073 13.7593   1.39589 1.12571 0.150204 0.22551 1.12567 0.154239 0.2265
141 2.34526 -3.87634 -3.78176  6.2216 14.8054 13.4034 13.7626   1.40204 1.13365 0.130512 0.212237 1.13359 0.134553 0.213281
142 2.37824 -3.89407 -3.68675  6.2723 14.806 13.3999 13.767   1.40606 1.14046 0.111311 0.199641 1.14038 0.115368 0.200746
143 2.4177 -3.9058 -3.59371  6.3235 14.8051 13.3968 13.772   1.40833 1.14633 0.0925395 0.187549 1.14623 0.0966212 0.188723
144 2.46604 -3.91019 -3.50057  6.37623 14.8035 13.3937 13.7774   1.40973 1.15143 0.0738442 0.175655 1.15132 0.0779608 0.176907
145 2.52206 -3.90738 -3.40592  6.42944 14.8013 13.3902 13.7834   1.4111 1.15584 0.0546703 0.16367 1.15573 0.0588318 0.165008
146 2.58317 -3.89841 -3.30921  6.48158 14.799 13.3861 13.7899   1.41291 1.1595 0.0346498 0.151546 1.15938 0.0388665 0.152978
147 2.64429 -3.88496 -3.21371  6.52925 14.7965 13.3813 13.7969   1.41522 1.16222 0.0139781 0.139563 1.16211 0.018261 0.141097
148 2.7031 -3.86698 -3.12293  6.57008 14.794 13.3762 13.8043   1.41781 1.16403 -0.00663715 0.128074 1.16393 -0.00227584 0.129715
149 2.76048 -3.84309 -3.03839  6.60357 14.7911 13.3708 13.8119   1.42031 1.16517 -0.0264649 0.117154 1.16508 -0.0220114 0.118907
150 2.823 -3.79697 -3.04818  6.61997 14.7849 13.3606 13.8131   1.42423 1.16177 -0.0187288 0.133949 1.16172 -0.0143506 0.135751
151 2.87991 -3.75892 -2.9737  6.63883 14.7811 13.3553 13.8207   1.42575 1.16162 -0.0359522 0.123225 1.16159 -0.0314506 0.125143
152 2.93589 -3.71437 -2.90129  6.65027 14.7769 13.35 13.8284   1.4269 1.16034 -0.0519448 0.111965 1.16035 -0.0473047 0.114
153 2.99089 -3.66364 -2.82768  6.65453 14.7723 13.3441 13.8365   1.42819 1.15779 -0.0669744 0.0998226 1.15784 -0.0621821 0.101978
154 3.04535 -3.60687 -2.74955  6.65222 14.7675 13.3373 13.8451   1.43026 1.15408 -0.0812842 0.0866147 1.15418 -0.076328 0.0888936
155 3.09959 -3.54455 -2.66512  6.64414 14.7628 13.3291 13.8543   1.43366 1.14955 -0.0948933 0.0724784 1.1497 -0.0897641 0.0748831
156 3.1534 -3.47736 -2.5756  6.63076 14.7583 13.3196 13.864   1.43866 1.14469 -0.107482 0.0579347 1.1449 -0.102172 0.0604663
157 3.20621 -3.40534 -2.48459  6.61155 14.754 13.3089 13.874   1.44509 1.13989 -0.11858 0.0435951 1.14017 -0.113081 0.0462525
158 3.25687 -3.32832 -2.39589  6.58519 14.7499 13.2974 13.8841   1.45245 1.13514 -0.127921 0.0298146 1.13549 -0.122227 0.0325952
159 3.30421 -3.24675 -2.31275  6.55097 14.7456 13.2854 13.8944   1.46025 1.12994 -0.135533 0.0167231 1.13037 -0.129634 0.0196243
