0  -0.00861578  -0.0503942  0.01153  -0.0183292  -0.0243879  -0.0230395  0.00786506  0.0420716  0.025427  -0.215922  0.0322646  
40  -0.00767755  -0.0576146  0.00907913  -0.0133402  -0.0208467  -0.0247231  0.041728  -0.0620193  0.01167  -0.231224  0.300981  
80  -0.00508909  -0.112132  0.00805104  -0.00835465  -0.013997  -0.010369  0.00636823  -0.101653  -0.0954729  -0.287975  0.251039  
120  -0.00043194  -0.0855465  0.00517955  -0.00580299  0.0165628  -0.00753658  -0.024542  0.00560618  -0.122326  -0.249867  0.195207  
160  -0.00142012  -0.0460562  0.00944723  -0.0134226  0.013466  -0.0280041  0.0149999  0.082198  -0.073091  -0.302081  0.283506  
200  -0.0070216  -0.0453961  0.00724548  -0.0214443  -0.0136322  -0.0317366  0.0115028  0.0455979  -0.0479654  -0.339174  0.205714  
240  -0.00582986  -0.0916332  0.00280567  -0.00949699  0.0076589  -0.0277471  0.0451121  0.0433625  0.0210341  -0.315213  0.283913  
280  0.00276289  -0.0847364  0.00649454  -0.000604537  0.00892814  -0.0164693  0.0530755  0.118041  -0.0065205  -0.335822  0.281738  
320  0.00594354  -0.0469992  0.0113027  -0.00069404  -0.017172  -0.00523645  0.036838  0.0815344  -0.00638059  -0.307895  0.203829  
360  0.00450254  -0.0751092  0.00873239  -0.0011475  -0.0253006  -0.0069751  0.0504801  0.087067  -0.0528445  -0.324906  0.26083  
400  -0.00288241  -0.0620698  0.0137419  -0.0142228  -0.0363722  -0.0209066  0.0385835  0.0758353  -0.087059  -0.33929  0.24018  
440  0.00751196  -0.0894082  0.0542644  -0.0142262  -0.0179692  -0.0206998  0.0164848  0.0682193  -0.112932  -0.296577  0.296774  
480  0.0229786  -0.133626  0.0406387  0.01495  0.0188205  0.00897844  0.0348294  0.0713083  -0.0919195  -0.321681  0.1985  
520  -0.00448639  -0.083058  5.99647e-05  -0.0147169  -0.0110631  -0.0248038  0.0221908  0.0497524  -0.118824  -0.31699  0.277779  
560  -0.0184129  -0.0726022  -0.00713405  -0.031944  -0.0451475  -0.0322725  -0.01537  0.168598  -0.148388  -0.323085  0.277527  
600  -0.011456  -0.0918778  0.0103144  -0.0242864  -0.0314115  -0.0253296  -0.0118119  0.22751  -0.171738  -0.298034  0.258623  
640  -0.006886  -0.0820658  0.0282226  -0.0237678  -0.0196387  -0.0296649  -0.00449032  0.148199  -0.132195  -0.334172  0.248838  
680  -0.0147486  -0.0885088  -0.00423507  -0.0233411  -0.0408322  -0.0201638  -0.0161125  0.144228  -0.142519  -0.291967  0.223435  
720  -0.0184343  -0.0924404  -0.00723365  -0.0263292  -0.0640251  -0.020831  -0.0052496  0.0923688  -0.180985  -0.262894  0.303072  
760  -0.0125563  -0.0860934  0.029118  -0.0281814  -0.0244966  -0.0360903  -0.000188916  0.0210621  -0.139968  -0.286451  0.178017  
800  -0.00790621  -0.0970021  0.0245627  -0.0182785  0.0150175  -0.0321076  -0.00031642  0.118184  -0.153783  -0.268689  0.297356  
840  -0.00374065  -0.102619  0.0175058  -0.0108806  0.00362121  -0.0152378  -0.00984989  0.0905875  -0.195829  -0.12755  0.262006  
880  -0.00535353  -0.0846311  0.017684  -0.0183923  -0.0229751  -0.0162806  -0.0217138  -0.000291273  -0.15278  -0.102243  0.259473  
920  -0.0058705  -0.104379  0.00591565  -0.0108371  -0.0221909  -0.0118426  0.00636289  0.0701678  -0.142815  -0.256911  0.276996  
960  0.00871411  -0.0836735  0.0288891  0.00212692  0.015587  0.000336868  -0.00610601  0.185122  -0.169361  -0.336765  0.271886  
1000  -0.00293623  -0.123702  0.0206493  -0.0107099  0.000348606  -0.0133496  -0.0127079  0.174555  -0.101311  -0.286412  0.224333  
1040  -0.00987359  -0.144576  -0.00848272  -0.0118815  -0.00647002  -0.0220029  0.0231385  0.174369  -0.0813461  -0.305646  0.297725  
1080  -8.20849e-06  -0.140963  -0.0158364  0.00522164  0.0316377  -0.00536142  0.0178879  0.173955  -0.125278  -0.269109  0.238825  
1120  0.00739659  -0.145071  -0.00983157  0.0205207  0.0380889  0.0178285  0.0112256  0.143805  -0.103776  -0.0774382  0.223377  
