0  -0.000531425  -0.00694355  -0.00439512  0.00761563  0.00634008  0.00565202  0.0170929  -0.0617731  0.0124733  -0.022868  0.0162977  
40  -0.000939211  0.000670054  -0.00446448  0.00808236  0.0148047  0.00328512  0.0198838  -0.0633625  0.0254235  -0.0438986  0.054232  
80  -0.00125289  0.00766582  -0.00372076  0.00688099  0.0147914  0.00177925  0.018553  -0.053589  0.0295533  -0.0504083  0.0649469  
120  -0.000980021  0.00993299  -0.00346249  0.00687482  0.0154127  0.00218223  0.0161547  -0.0467807  0.0284087  -0.0487552  0.0792054  
160  -2.50144e-05  0.00641076  -0.00413968  0.00733762  0.0169817  0.00319573  0.013096  -0.0349893  0.0289913  -0.0338515  0.0720572  
200  0.000710927  0.00606677  -0.000298267  0.0061876  0.0137218  0.00237008  0.0130581  -0.0176024  0.036756  -0.0405344  0.0342841  
240  0.000817924  -0.00195686  0.00233747  0.00444425  0.00747114  0.000256841  0.0180234  -0.0228642  0.0441535  -0.0559257  0.0215773  
280  0.000689143  -0.00230125  0.00102183  0.00421604  0.00406519  -7.43451e-05  0.0218817  -0.0391728  0.0469695  -0.0477258  0.0474276  
320  0.000889425  -0.00450195  0.00120206  0.00540473  0.00386507  0.00108372  0.0247977  -0.0515906  0.0524634  -0.0241387  0.0563398  
360  0.00367043  -0.00808943  0.00556382  0.00891999  0.00854452  0.00437609  0.0278783  -0.0586429  0.0608402  0.00116108  0.0688305  
400  0.00615061  -0.00447147  0.00786183  0.0109687  0.0150562  0.00521638  0.0297038  -0.0649222  0.0717383  0.0117811  0.0682838  
440  0.00640928  0.00513679  0.00689935  0.0103821  0.0184892  0.00318518  0.0303693  -0.0617278  0.0713329  0.006425  0.067792  
480  0.00428199  0.0087831  0.00371715  0.00761674  0.0141148  0.000355079  0.0297243  -0.0538537  0.067569  -0.00769025  0.0770558  
520  0.00113396  0.0163559  0.000185058  0.00283783  0.00258118  -0.00209315  0.0232372  -0.0416472  0.0663442  -0.0357361  0.0562553  
560  -0.00139538  0.0173032  -0.000573066  -0.000300617  -0.00958067  -0.00266128  0.0200314  -0.0294531  0.0714691  -0.0543608  0.0506378  
600  -0.00321667  0.0202108  0.00117211  -0.00285897  -0.0172675  -0.00379187  0.0175697  -0.0392944  0.0696972  -0.0590475  0.0451807  
640  -0.00393699  0.0207589  -0.000633655  -0.00237338  -0.0164394  -0.00354798  0.0186454  -0.0422261  0.0729969  -0.0416283  0.0259964  
680  -0.00248489  0.0192584  -0.000680934  0.000535422  -0.0105582  -0.000938231  0.0193437  -0.0452956  0.0660846  -0.0194648  0.0424169  
720  -0.000176564  0.0203843  0.000113175  0.00381567  -0.00890277  0.003412  0.0201365  -0.0538178  0.0551903  0.0150588  0.0668852  
760  0.000463427  0.0156406  -0.000560955  0.00632059  -0.00683242  0.00448985  0.0289609  -0.0566837  0.0639732  0.0332388  0.0936622  
800  -0.00123699  0.00924236  -0.00133984  0.00524493  -0.00207139  0.000810722  0.0317648  -0.0634013  0.0644978  0.0412995  0.111264  
840  -0.00138993  0.00735054  0.00330583  0.00390171  0.0039917  -0.00316697  0.0326163  -0.0500753  0.0652813  0.0717562  0.0907424  
880  0.00149847  0.0128182  0.00976998  0.0061183  0.00916533  -0.00189732  0.0352816  -0.0240039  0.0589929  0.0834533  0.0668359  
920  0.00237343  0.0148359  0.0115091  0.00687413  0.0111117  -0.000583748  0.0323898  -0.0244034  0.0563493  0.0660447  0.0601438  
960  0.0027491  0.0184893  0.00939244  0.00719203  0.00979536  0.00242802  0.0236106  -0.0177534  0.0435477  0.0704724  0.067011  
1000  0.00138806  0.0144174  0.00584605  0.00570263  0.00149886  0.00463505  0.0149056  -0.0161701  0.0344356  0.0474243  0.0501127  
1040  0.000649773  0.00561787  0.00337225  0.00537099  0.00121994  0.00586321  0.00815393  -0.0237771  0.0241732  0.0297569  0.0366476  
1080  0.00143101  -0.00389664  0.00189331  0.00788817  0.00611393  0.00824053  0.00849883  -0.0262019  0.031153  0.00732753  0.0319318  
1120  0.00201856  -0.0075126  0.00428167  0.0084585  0.0195615  0.00573035  0.00676989  -0.006547  0.0281667  -0.00534742  0.0250975  
1160  0.0024024  -0.00470875  0.00267479  0.00946297  0.0267786  0.00411959  0.011268  0.0290314  0.0250022  0.00941395  0.0295058  
1200  0.00265782  -0.000360276  0.00503043  0.00897152  0.0296359  0.00195193  0.0137463  0.0534187  0.0376309  0.0226699  0.0250625  
1240  0.0014812  0.00429484  0.00685086  0.00597348  0.0297896  -0.00305091  0.0152851  0.0621168  0.0476668  0.00430228  0.0480461  
1280  0.00238179  0.00933277  0.00417816  0.00715878  0.0390804  -0.00528314  0.0210508  0.0640524  0.0556278  0.00566766  0.0665378  
1320  0.000916221  0.00951191  0.00294896  0.00563001  0.0339602  -0.00771231  0.027337  0.0483849  0.068307  -0.00924432  0.0678802  
1360  0.000673297  0.00835039  0.00368123  0.00538037  0.0322531  -0.00894529  0.032778  0.0401669  0.0848804  -0.0193861  0.0478148  
1400  4.74961e-05  0.0227357  0.00102539  0.00445507  0.0348798  -0.0104119  0.0299611  0.035928  0.090942  -0.0249683  0.0259491  
1440  -0.000420509  0.0275333  0.000657869  0.00405637  0.0355191  -0.00931595  0.0222711  0.0537115  0.0788204  -0.0366498  0.00452372  
1480  0.00211476  0.0239236  0.00571071  0.00696351  0.0433847  -0.00836198  0.0274198  0.0822435  0.0849678  -0.0271221  -0.0277715  
1520  0.00285715  0.0170847  0.00555233  0.00793536  0.0450971  -0.00839872  0.0316493  0.093781  0.0859944  -0.0336791  -0.015259  
1560  0.0032705  0.0144928  0.00729935  0.00704873  0.0377884  -0.00805556  0.0331589  0.0973862  0.0722715  -0.0499138  0.0209158  
1600  0.00212418  0.0185818  0.0098088  0.00281139  0.0237505  -0.0100753  0.031189  0.0903402  0.0675323  -0.0817715  0.0222897  
1640  0.0012298  0.0240295  0.00879867  0.00142219  0.0125287  -0.00916588  0.0317737  0.0635023  0.0648072  -0.086691  0.0233974  
1680  0.000998161  0.0232336  0.00791338  0.00115026  0.00860955  -0.00832342  0.0311668  0.0442042  0.0599504  -0.0658922  0.0147567  
1720  -0.000557498  0.0201344  0.00252446  0.000446097  0.00839004  -0.00916783  0.0304752  0.0434968  0.0431389  -0.0431661  0.0310993  
1760  -0.00189112  0.021116  -0.0041722  0.000909459  0.0157887  -0.0100898  0.0285841  0.0415763  0.0444359  -0.00233683  0.0267248  
1800  -0.00220087  0.0233326  -0.00926371  0.002888  0.0213199  -0.00840858  0.0276757  0.0537532  0.0516481  0.0347977  0.0249649  
