0  -0.00914721  -0.0573378  0.00713487  -0.0107136  -0.0180478  -0.0173875  0.024958  -0.0197015  0.0379003  -0.23879  0.0485623  
40  -0.00861676  -0.0569445  0.00461465  -0.00525785  -0.00604197  -0.0214379  0.0616118  -0.125382  0.0370934  -0.275123  0.355213  
80  -0.00634199  -0.104467  0.00433029  -0.00147366  0.000794395  -0.00858979  0.0249213  -0.155242  -0.0659196  -0.338383  0.315986  
120  -0.00141196  -0.0756135  0.00171707  0.00107183  0.0319755  -0.00535433  -0.00838731  -0.0411745  -0.093917  -0.298623  0.274413  
160  -0.00144514  -0.0396454  0.00530755  -0.00608495  0.0304477  -0.0248084  0.0280959  0.0472087  -0.0440997  -0.335933  0.355563  
200  -0.00631067  -0.0393293  0.00694721  -0.0152567  8.96156e-05  -0.0293665  0.0245609  0.0279955  -0.0112094  -0.379708  0.239998  
240  -0.00501194  -0.0935901  0.00514314  -0.00505274  0.01513  -0.0274903  0.0631355  0.0204983  0.0651876  -0.371139  0.30549  
280  0.00345203  -0.0870377  0.00751637  0.0036115  0.0129933  -0.0165436  0.0749572  0.0788682  0.040449  -0.383548  0.329166  
320  0.00683297  -0.0515011  0.0125048  0.00471069  -0.0133069  -0.00415272  0.0616357  0.0299438  0.0460828  -0.332034  0.260169  
360  0.00817296  -0.0831987  0.0142962  0.00777248  -0.0167561  -0.00259901  0.0783585  0.0284241  0.00799568  -0.323745  0.32966  
400  0.00326821  -0.0665413  0.0216037  -0.00325413  -0.021316  -0.0156902  0.0682873  0.0109131  -0.0153207  -0.327509  0.308463  
440  0.0139212  -0.0842715  0.0611638  -0.00384409  0.000520057  -0.0175146  0.0468541  0.00649147  -0.0415995  -0.290152  0.364566  
480  0.0272605  -0.124843  0.0443559  0.0225667  0.0329352  0.00933352  0.0645536  0.0174547  -0.0243506  -0.329371  0.275555  
520  -0.00335243  -0.0667021  0.000245025  -0.0118791  -0.00848192  -0.026897  0.045428  0.00810516  -0.0524799  -0.352726  0.334035  
560  -0.0198083  -0.055299  -0.00770712  -0.0322446  -0.0547282  -0.0349338  0.00466144  0.139145  -0.0769189  -0.377445  0.328165  
600  -0.0146726  -0.071667  0.0114865  -0.0271454  -0.048679  -0.0291215  0.00575772  0.188215  -0.102041  -0.357081  0.303804  
640  -0.010823  -0.0613069  0.0275889  -0.0261412  -0.0360781  -0.0332128  0.0141551  0.105973  -0.0591979  -0.3758  0.274835  
