0 -16.2316 -176.935 -37.6961   2733.9 2736.95 2513.51 1.56486 1.56352 10.6874 1.56486 1.56352 10.6874
H2O  1.79419  0.0205494  0.710897  1.0904  1.30112  0.93108
H2O  1.79419  0.0205494  0.710897  1.14769  1.36485  0.844965
H2O  -0.340499  -1.08086  1.56227  0.996219  1.21181  1.11457
H2O  -0.340499  -1.08086  1.56227  0.901577  1.37062  1.0607
H2O  -0.521821  0.381338  -1.81857  0.903223  1.31351  1.10587
H2O  -0.521821  0.381338  -1.81857  0.845642  1.44609  1.06072
H2O  -0.84656  1.72114  -0.214312  1.27363  1.15971  0.889264
H2O  -0.84656  1.72114  -0.214312  1.306  1.20441  0.81425
H2O  -0.133944  0.126404  1.92119  0.948798  1.25349  1.12031
H2O  -0.133944  0.126404  1.92119  0.958963  1.29576  1.01856
H2O  -1.14623  -1.54721  -0.13116  1.08723  1.12382  1.11154
H2O  -1.14623  -1.54721  -0.13116  1.15225  1.32283  0.941255
H2O  -1.0243  -0.160702  -1.62785  1.14074  1.07738  1.10448
H2O  -1.0243  -0.160702  -1.62785  1.25175  1.07043  1.03679
H2O  0.15423  1.14222  -1.54805  0.969929  1.18002  1.17265
H2O  0.15423  1.14222  -1.54805  1.06882  1.26328  1.04512
H2O  1.42433  1.15329  -0.605078  1.18134  1.0443  1.09696
H2O  1.42433  1.15329  -0.605078  1.24979  1.07918  1.07128
H2O  0.838019  -1.61399  0.646278  0.980985  1.06236  1.27926
H2O  0.838019  -1.61399  0.646278  0.948999  1.14851  1.17415
H2O  -0.168011  0.388958  1.88292  0.973858  1.23232  1.11642
H2O  -0.168011  0.388958  1.88292  0.963506  1.38271  1.00989
H2O  -1.44678  -0.732616  -1.04642  1.09442  1.2764  0.95178
H2O  -1.44678  -0.732616  -1.04642  1.12826  1.32693  0.884158
H2O  -1.44701  1.27694  0.0221987  1.10973  1.10132  1.11155
H2O  -1.44701  1.27694  0.0221987  1.12184  1.18842  1.08698
H2O  -0.0348018  1.47612  -1.24289  0.904191  1.1956  1.22281
H2O  -0.0348018  1.47612  -1.24289  0.900051  1.24089  1.20551
H2O  -1.77112  0.0599421  0.764485  1.09179  1.2781  0.952711
H2O  -1.77112  0.0599421  0.764485  1.12307  1.32797  0.886535
H2O  1.70716  -0.88291  0.175961  1.12465  1.20951  0.988441
H2O  1.70716  -0.88291  0.175961  1.17887  1.39867  0.769255
H2O  -1.07271  -1.60345  0.0561391  1.21631  1.15628  0.950003
H2O  -1.07271  -1.60345  0.0561391  1.21582  1.21326  0.891959
H2O  -0.933368  -1.11624  1.26797  0.950006  1.15992  1.21267
H2O  -0.933368  -1.11624  1.26797  0.973418  1.09622  1.16824
H2O  1.21159  -0.841822  -1.2443  1.07434  1.2613  0.986963
H2O  1.21159  -0.841822  -1.2443  1.13337  1.36483  0.887849
H2O  -1.54751  -0.582884  -0.995164  1.16547  0.902669  1.25446
H2O  -1.54751  -0.582884  -0.995164  1.22175  0.953007  1.16092
H2O  -0.881085  -1.36625  1.04017  0.968249  1.21151  1.14284
